Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,919.93,612.67,32.25,22.0906,0.8305,7.473,6.1592,0.4851,1.8993,256.399,0.6823,3.2032,0,3.2032,0,0,0,0,0,0,0.6452,87.1053,0.3601,1.5624,0,1.5624,1.7061,230.3242,2.1878,7.9999,0,7.9999,14.3106,1931.9292,3.6832,20.2738,4.4997,15.7741,4.0322,544.3461,0.9406,6.6596,2.357,4.3026,12.093,1632.5581,1.223,14.9258,9.3476,5.5782,0.0032,0.4352,0.0144,0.0919,0,0.0919,0.5597,75.566,0.0921,0.7402,0.4146,0.3256,10.5786,1428.1057,1.155,13.559,8.3865,5.1725,95.5,35.6908,0.9421,12.1065,10.399,0.535,0.7439,0.9719,3.2032,0,0,0,0,0,0.6779,0.3322,1.6386,0,2.1681,2.0036,8.1228,0,8.1495,5.748,20.2738,1.3124,3.1468,1.0717,6.6596,1.4016,12.2724,1.2775,15.8919,9.1569,0.0141,0.0499,0.3831,0,0.6223,0.0871,0.8291,0.4146,10.0892,1.392,13.559,7.0302,0.115,0.2859,1.8623,0,0,0,0,0,0.6956,0.3153,1.6386,0,2.4196,1.8525,8.1228,0,4.7956,3.4201,17.7284,1.3124,2.6649,0.7966,5.0501,1.4016,12.3701,1.2982,15.8919,9.1569,0.02,0.0604,0.3831,0,0.6564,0.0619,0.8291,0.4729,9.8229,1.439,13.3097,7.0302,0.3372
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1114.1,611.98,34,21.872,0.8931,7.637,6.2262,0.4849,3.2007,438.4912,1.23,6.7194,1.4579,5.2615,0,0,0,0,0,0,0.0472,6.4703,0.1164,0.8356,0,0.8356,2.5931,355.2487,1.3498,8.2002,0.0836,8.1166,1.2697,173.9494,0.3497,2.1907,0.279,1.9118,2.0776,284.6248,0.7417,5.3762,0.7089,4.6673,12.355,1692.634,2.3625,17.6555,6.9116,10.7439,0.5908,80.9375,0.7749,4.2569,0,4.2569,0.7551,103.4477,0.1073,1.0012,0.4863,0.515,11.2286,1538.3246,1.7315,15.1082,7.3237,7.7845,97,35.5894,0.9624,11.9186,10.7857,0.3389,1.2966,1.6266,6.7194,0,0.003,0.0329,0.4438,0,0.1713,0.2831,1.35,0,2.1294,1.4228,8.2002,0,1.3222,0.371,2.6179,0.279,2.3109,1.0143,7.6754,0.7089,12.0546,3.0618,18.9758,1.585,1.5751,3.3481,19.5758,0,0.7412,0.1328,1.0706,0.3994,11.481,1.7796,16.2164,7.3237,0.2614,0.4641,1.89,0,0.0047,0.0408,0.4438,0,0.2387,0.3218,1.35,0,1.8773,1.4003,7.1094,0,1.3508,0.3798,2.6179,0.5587,2.4378,1.1163,7.6754,0.7911,11.8913,3.3751,18.9758,1.585,2.1102,4.0233,19.5758,0,0.7337,0.1444,1.0706,0.3994,11.6183,1.7937,16.2164,7.3749,0.342
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1203.8,611.2,24.75,18.2201,0.9369,6.0534,5.4987,0.3145,1.4952,158.4886,0.4604,2.3509,0.209,2.1418,0,0,0,0,0,0,0.1635,17.326,0.1879,0.8185,0,0.8185,3.2332,342.7197,1.6385,7.6838,0.2764,7.4075,1.4928,158.237,0.2609,2.1098,0.9729,1.1369,2.1084,223.4852,0.3138,2.6839,1.4012,1.2827,14.7467,1563.1464,1.0898,16.9386,12.2709,4.6677,0.0555,5.8811,0.0865,0.4862,0,0.4862,0.6585,69.7981,0.0619,0.7631,0.4972,0.2659,12.7052,1346.7494,1.2253,15.94,10.4063,5.5337,81.25,32.3152,0.9777,10.606,9.5,0.3487,0.5246,0.7336,2.3509,0,0,0,0,0,0.2215,0.2392,1.3971,0,2.6611,1.4918,7.6838,0,1.4632,0.3186,2.5843,0.651,2.295,0.4354,3.7256,1.4012,14.0499,1.5386,18.3999,8.5586,0.0904,0.1222,0.661,0,0.6965,0.0792,0.9706,0.4972,12.1832,1.8308,19.8791,8.124,0.0591,0.1571,0.8743,0,0,0,0,0,0.2493,0.256,1.3971,0,2.3867,1.3352,6.2949,0,1.449,0.3425,2.5843,0.651,2.3845,0.4573,3.7256,1.5269,13.7156,1.6108,18.3999,8.5586,0.1071,0.133,0.661,0,0.7148,0.0802,0.9706,0.5636,11.9329,2.014,19.8791,8.124,0.3097
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1148.8,612.84,40,22.6282,0.9817,7.5425,6.7004,0.4402,4.6679,751.5295,0.9796,6.6576,1.8279,4.8296,0,0,0,0,0,0,0.0546,8.7911,0.1352,0.8059,0,0.8059,6.4518,1038.7397,2.2637,12.3882,0.4632,11.925,15.6407,2518.1597,4.0646,22.3419,3.5459,18.796,5.2699,848.4488,1.2603,7.1271,2.3414,4.7857,11.062,1780.9803,0.977,14.3961,9.2619,5.1342,0.3503,56.3938,0.3005,1.5463,0,1.5463,0.4355,70.1234,0.1426,0.9249,0.2292,0.6957,13.0387,2099.2231,1.5154,17.6926,10.3383,7.3542,104.25,36.4224,0.9875,11.9007,11.0781,0.3416,1.9219,2.2953,6.6576,0,0,0,0,0,0.1525,0.2104,1.001,0,5.2917,2.8106,12.8141,0,8.582,6.6647,22.3419,1.3813,4.0901,1.4817,7.1271,1.7264,12.7245,1.9887,18.6179,8.9985,0.2254,0.2437,1.5463,0,0.5976,0.172,0.9333,0.2292,12.2878,1.868,17.6926,6.831,0.1949,0.4872,2.5632,0,0,0,0,0,0.214,0.2257,1.001,0,4.5621,2.8789,12.8141,0,4.1427,3.2944,16.4469,1.3813,3.3482,1.0741,6.8216,1.7264,13.77,1.7351,18.6179,8.9985,0.1469,0.1556,0.6954,0,0.6995,0.0922,0.9333,0.4609,11.8155,1.9161,17.3103,6.831,0.3762
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1271,613.05,26,19.4142,0.8669,6.7944,5.2923,0.5926,4.1223,449.3315,2.2602,13.1155,1.5607,11.5548,0,0,0,0,0,0,0.0619,6.7442,0.1236,0.566,0,0.566,1.2763,139.1191,1.4892,4.8632,0,4.8632,2.2361,243.7389,0.5907,3.8699,1.1918,2.6781,2.5595,278.9897,0.496,4.0908,1.2059,2.8849,19.87,2165.8284,2.3906,25.5947,13.1785,12.4162,0.1137,12.3906,0.1425,0.6561,0,0.6561,0.7061,76.9616,0.0729,0.9196,0.5123,0.4073,13.4768,1468.9663,1.3713,16.9974,9.4921,7.5053,85.75,33.1209,0.9823,11.421,9.7795,0.4688,1.5235,2.2269,13.1155,0,0.0766,0.4372,4.0989,0,0.1533,0.2202,1.255,0,1.995,2.2958,11.3972,0,1.9952,0.5337,3.8699,0.4656,2.5405,0.4644,4.0908,1.2059,18.9864,3.5664,30.2386,11.1375,0.0971,0.1534,0.9986,0,0.7194,0.0837,0.9443,0.5123,14.0118,2.2071,22.0531,8.8077,0.3282,0.5982,2.7313,0,0.1118,0.5248,4.0989,0,0.1954,0.2414,1.255,0,2.3255,2.5183,11.3972,0,1.8844,0.4664,3.2805,0.4656,2.5318,0.4499,3.7733,1.2891,18.58,3.9308,30.2386,11.1375,0.0894,0.1578,0.9986,0,0.7255,0.0876,0.9443,0.5256,14.2578,2.4632,22.0531,8.8077,0.304
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1320.7,612.94,22.25,17.2252,0.9423,5.7525,5.0119,0.3,5.5714,518.1396,1.6663,9.1393,2.0216,7.1177,3.7583,349.5227,2.6639,10.275,0,10.275,0,0,0,0,0,0,10.4872,975.306,4.5459,24.2304,4.1981,20.0323,2.3276,216.4706,1.0233,4.2296,0,4.2296,1.9056,177.2181,0.6377,3.6133,1.0223,2.591,12.7599,1186.6683,2.2677,18.2597,8.9209,9.3389,0.2559,23.8032,0.2222,0.9642,0,0.9642,0.8029,74.6665,0.1552,1.1502,0.4868,0.6634,31.5038,2929.8547,3.7486,40.3762,23.4092,16.967,75.75,31.2189,0.9767,10.2361,9.5,0.3081,1.8422,2.6829,9.1393,0,3.2078,2.851,10.5454,0,0.0535,0.1408,0.7975,0,10.9455,4.286,24.2304,1.2267,1.4531,0.9797,4.4997,0,2.1,0.541,3.6133,1.0223,12.3287,2.4272,18.3197,7.9247,0.1696,0.201,0.9642,0,0.6816,0.1521,1.1502,0.4073,23.1539,7.3606,40.3762,10.8563,0.1985,0.5444,3.0157,0,2.9652,2.9026,10.5454,0,0.0771,0.1637,0.7975,0,11.1476,4.1614,20.6373,1.2267,1.0676,0.6619,4.4997,0,2.1857,0.469,3.2349,1.1727,12.1386,2.4757,18.3197,7.9247,0.1316,0.1787,0.8123,0,0.6282,0.116,1.085,0.4073,19.4736,5.247,38.4603,10.8563,0.2916
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1086.5,614.21,18,15.2485,0.9728,5.2403,4.1182,0.5497,2.7884,200.7653,0.7309,3.9282,1.1732,2.755,0,0,0,0,0,0,0.0162,1.1654,0.0534,0.2682,0,0.2682,2.5583,184.1967,2.6493,7.2069,0,7.2069,18.4066,1325.2745,5.9403,27.4634,5.0407,22.4227,4.9612,357.2079,1.7657,7.959,1.984,5.975,9.8557,709.6116,0.7848,11.8263,8.3381,3.4882,0.0035,0.253,0.0121,0.0708,0,0.0708,0.5999,43.1907,0.1873,0.9686,0.3045,0.6641,11.8535,853.4543,1.19,15.1999,10.0593,5.1406,46.25,26.5717,0.8232,9.7405,6.4333,0.7776,1.2778,1.3536,3.9282,0,0.0472,0.3443,4.2678,0,0.0655,0.1289,0.7652,0,4.0003,2.3066,9.4175,0,11.4401,7.8866,27.4634,0.9234,3.7429,1.7966,7.959,0.9113,9.8747,1.3771,13.176,4.1582,0.0366,0.0642,0.3882,0,0.6655,0.1922,1.042,0.2662,12.7392,2.4605,20.6521,6.701,0.3402,0.578,3.4211,0,0.0765,0.4364,4.2678,0,0.0961,0.151,0.7652,0,4.8954,1.486,9.4175,0,7.116,5.487,26.0511,0.9234,2.9868,1.3482,7.5473,0.9113,9.8865,1.6441,13.176,4.1582,0.0571,0.0742,0.3882,0,0.7063,0.1844,1.042,0.2662,13.2889,2.8591,20.6521,6.701,0.3736
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1403.7,615.43,32.5,21.2765,0.9022,7.847,5.1913,0.748,3.1087,416.566,1.0178,6.0513,1.2351,4.8162,4.8518,650.1425,2.055,12.7766,1.3639,11.4127,0,0,0,0,0,0,5.8812,788.0769,2.3205,12.9823,2.2558,10.7265,1.3398,179.5326,0.4515,2.1012,0,2.1012,1.2361,165.6418,0.3107,2.0341,0.6547,1.3795,9.175,1229.4438,1.1634,12.356,6.5961,5.7599,0.0874,11.7169,0.0917,0.4091,0,0.4091,0.4587,61.4622,0.0725,0.662,0.3201,0.3419,21.0918,2826.3037,3.0877,28.6235,14.3792,14.2443,93.75,35.049,0.959,12.2401,9.6269,0.6028,1.2077,1.5631,6.0513,0,4.3938,3.2586,19.9193,0,0.0428,0.1091,0.6545,0,6.8105,3.5939,17.2912,0.1207,1.1792,0.5182,2.552,0,1.675,0.5565,3.844,0.6547,11.2204,2.4833,17.9787,5.8974,0.0665,0.0832,0.4289,0,0.5601,0.1291,0.8716,0.3201,19.4494,4.3843,33.5378,8.4449,0.1637,0.3695,1.789,0,4.1423,3.7394,19.9193,0,0.0663,0.13,0.6545,0,7.3209,4.044,17.2912,0.1207,1.091,0.532,2.552,0,1.9161,0.5129,3.844,0.8928,12.3437,2.2917,17.9787,5.8974,0.0549,0.0758,0.4289,0,0.6158,0.1192,0.8716,0.3492,18.5474,4.7222,33.5378,8.4449,0.3409
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,701.62,614.3,14,13.6791,0.9402,4.9606,3.9011,0.6023,1.5749,91.3456,0.5851,3.3603,0.4659,2.8944,4.3716,253.5506,1.4879,8.6733,1.1546,7.5187,0.003,0.1767,0.0123,0.0847,0,0.0847,5.1073,296.2229,1.426,10.1509,2.8131,7.3378,1.4608,84.7292,0.6463,2.8369,0.0415,2.7954,1.2373,71.7638,0.2192,1.8412,0.7844,1.0567,8.0706,468.0943,1.881,12.9288,5.4181,7.5107,0.0293,1.6968,0.06,0.3151,0,0.3151,0.5156,29.9033,0.141,0.8528,0.3028,0.5501,18.4114,1067.8591,2.1714,23.397,13.3655,10.0315,55.25,26.6617,0.9767,9.1553,7.5261,0.5593,0.483,0.7461,3.3603,0,3.7759,2.4195,11.8308,0,0.0951,0.1779,0.9231,0,6.4939,2.3226,14.0043,2.8131,1.3085,0.6365,2.8369,0.0028,1.5763,0.3367,2.6226,0.7844,9.3508,2.0449,13.3948,5.2159,0.0361,0.0712,0.4507,0,0.5899,0.1549,0.8588,0.2849,17.1109,2.8282,23.397,11.3819,0.0992,0.2542,1.6756,0,3.5665,2.643,11.8308,0,0.1275,0.1968,0.9231,0,6.9813,2.3826,14.0043,2.8659,1.255,0.6263,2.7086,0.0028,1.6955,0.286,2.6226,0.9578,9.8008,1.9098,13.3948,5.2159,0.0384,0.0748,0.4507,0,0.616,0.1514,0.8588,0.2849,16.6537,2.8949,23.2062,11.3819,0.2519
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,999.96,615.35,22,17.6172,0.8908,5.974,4.834,0.4425,2.2145,203.7355,0.847,4.1143,0.95,3.1643,0,0,0,0,0,0,0.0414,3.8124,0.1054,0.5216,0,0.5216,1.3833,127.2678,1.1541,4.8706,0,4.8706,1.4617,134.4771,0.4351,2.4319,0.653,1.7789,1.9651,180.7924,0.2376,2.6346,1.5534,1.0811,16.1674,1487.4008,2.1607,20.1151,11.8915,8.2236,0.102,9.3842,0.1406,0.6773,0,0.6773,0.69,63.4756,0.049,0.796,0.5612,0.2348,11.6968,1076.1072,1.2225,14.3157,8.938,5.3777,77.25,31.5997,0.9722,10.5226,9.3239,0.3757,0.7278,1.0896,4.1143,0,0,0,0,0,0.0738,0.1318,0.7321,0,1.543,1.4364,6.4362,0,1.4625,0.4382,2.4743,0.3796,2.1923,0.3691,3.042,1.4186,15.8395,2.6461,21.6882,10.9691,0.1545,0.2012,1.1765,0,0.7429,0.099,1.0081,0.556,11.5797,1.3071,15.1498,8.8341,0.1004,0.2393,1.0259,0,0,0,0,0,0.0874,0.1395,0.7321,0,1.6104,1.5375,6.4362,0,1.4628,0.4405,2.4743,0.3796,2.2881,0.3731,3.042,1.4186,15.7011,2.8191,21.6882,10.9691,0.1767,0.2184,1.1765,0,0.7653,0.1061,1.0081,0.556,11.5303,1.3408,15.1498,8.8341,0.2891
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1440.9,616.34,38.5,22.325,0.9707,7.5969,6.5997,0.4484,7.266,1148.0254,2.3274,14.4383,3.0607,11.3776,0.0001,0.0157,0.0012,0.0157,0,0.0157,0.0993,15.6938,0.2252,1.0528,0,1.0528,2.549,402.7351,1.935,6.692,0,6.692,2.343,370.1867,0.8252,4.701,0.9985,3.7024,2.3074,364.5717,0.2764,3.1187,1.5367,1.582,21.7151,3430.9888,2.0813,25.8312,16.0626,9.7686,0.0336,5.3056,0.0755,0.5189,0,0.5189,0.8656,136.7647,0.1398,1.2635,0.6081,0.6554,14.9448,2361.2805,1.2412,18.8893,12.4201,6.4692,101.75,36.1017,0.981,12.1065,10.8424,0.3616,3.0115,3.7223,14.4383,0,0.4351,1.5398,9.1468,0,0.2144,0.2991,1.3539,0,2.3121,2.4966,11.5326,0,1.9581,0.7458,4.701,0.0745,2.2245,0.4039,3.9225,1.2241,18.2825,3.6343,25.8312,8.8816,0.0388,0.0889,0.9456,0,0.8818,0.1457,1.3265,0.5527,14.5455,2.5821,23.8379,7.8014,0.3439,0.8068,4.4588,0,0.7079,1.9156,9.1468,0,0.2866,0.3169,1.3539,0,2.1635,2.7852,11.5326,0,1.7167,0.5733,3.0532,0.0745,2.1726,0.4594,3.9225,1.2241,16.1303,2.5972,22.2433,8.8816,0.0421,0.0964,0.9456,0,0.8919,0.1488,1.3265,0.5527,14.2951,3.1204,23.8379,7.8014,0.3737
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1125.6,617.24,55.25,31.7488,0.6888,11.3061,6.8128,0.854,4.4563,989.3035,1.9104,11.1254,0.1491,10.9763,0,0,0,0,0,0,0.0886,19.6721,0.3195,2.7853,0,2.7853,2.4851,551.7011,2.0418,7.1503,0,7.1503,6.4932,1441.4928,5.719,18.1346,0.8774,17.2572,3.326,738.3798,1.3481,5.9758,1.4621,4.5136,16.6359,3693.1792,2.6896,23.6958,12.0243,11.6714,0.1192,26.464,0.153,0.6799,0,0.6799,0.5881,130.5539,0.0944,0.9689,0.4301,0.5388,12.8984,2863.438,1.2507,17.391,10.9792,6.4118,132,43.87,0.8619,15.0387,11.3637,0.71,2.1132,2.4122,11.1254,0,0.2331,1.0503,8.1683,0,0.0956,0.254,2.7853,0,2.9848,2.2491,9.5136,0,5.1904,4.8507,18.1346,0.0051,3.1499,1.1933,5.9758,1.2166,15.6559,2.7451,23.6958,8.5074,0.1239,0.1613,0.7441,0,0.6413,0.1092,0.9689,0.3933,13.2543,2.3902,22.8307,7.5189,0.4243,0.7531,3.103,0,0.4011,1.354,8.1683,0,0.1006,0.1939,1.0802,0,3.3449,2.3249,9.5136,0,4.2513,3.8585,16.5164,0.0051,3.023,1.052,5.7789,1.2166,14.9494,2.5655,23.3695,8.5074,0.1273,0.1673,0.7441,0,0.6796,0.103,0.9328,0.3933,13.5108,2.9258,22.8307,7.5189,0.4164
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,977.78,617.92,25.5,18.9652,0.8909,6.6673,5.0342,0.6794,3.6997,395.8675,1.6753,9.8882,1.4827,8.4055,0,0,0,0,0,0,0.0272,2.9128,0.0844,0.4351,0,0.4351,1.6112,172.4035,1.4977,5.0501,0,5.0501,2.0967,224.3469,0.5767,3.1872,0.8891,2.298,2.3994,256.7369,0.3365,3.1781,1.7626,1.4155,21.5978,2310.9688,1.6008,25.3329,17.1517,8.1812,0.2942,31.4839,0.2045,1.1015,0,1.1015,0.6385,68.3169,0.0592,0.7803,0.5243,0.2561,13.2738,1420.3014,1.0086,15.3216,11.1963,4.1253,78.25,32.4273,0.9351,11.2473,8.8319,0.6357,1.566,1.91,9.8882,0,0.0338,0.2399,3.0773,0,0.0918,0.1472,0.6761,0,2.3476,1.6377,7.629,0,1.5552,0.6215,3.1872,0.4666,2.4222,0.3555,3.3245,1.3434,18.4785,3.6676,25.3329,9.6363,0.3141,0.2788,1.3327,0,0.6729,0.0646,0.8631,0.5243,12.9945,1.7559,18.3962,8.2404,0.4684,0.7298,3.0666,0,0.0513,0.294,3.0773,0,0.125,0.1611,0.6761,0,2.7264,1.5797,7.629,0,1.2767,0.4313,2.7187,0.4666,2.4339,0.3652,3.3245,1.3434,16.8738,3.3875,23.1815,9.6363,0.3243,0.3102,1.3327,0,0.6907,0.0601,0.8631,0.5447,12.8507,2.0235,18.3962,8.2404,0.3305
