Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,780.34,961.28,59,29.1569,0.8721,10.6775,8.0856,0.5604,2.5142,600.8909,0.8523,5.8715,0.9173,4.9541,0.0067,1.6007,0.0845,1.3009,0,1.3009,0.2311,55.2339,0.2493,1.0468,0,1.0468,2.1459,512.8748,1.1903,4.9827,0,4.9827,1.6095,384.6778,0.4529,3.5401,0.5026,3.0375,1.7957,429.1691,0.5534,4.1242,0.5609,3.5633,12.9254,3089.1682,1.9294,18.4441,8.9981,9.446,0.1594,38.0967,0.2269,1.2106,0,1.2106,0.5665,135.3827,0.1467,0.9267,0.2973,0.6294,11.3205,2705.5969,2.1118,20.7638,7.5143,13.2495,137,43.0276,0.9299,15.0936,12.4215,0.5514,1.1205,1.3521,5.8715,0,0.2061,0.7421,5.5248,0,0.3481,0.3052,1.6445,0,2.6591,1.5426,9.7699,0,1.6001,0.4637,3.5401,0.2438,1.8463,0.5611,4.1359,0.5609,12.0989,2.471,18.4441,5.8912,0.1269,0.2028,1.2106,0,0.6331,0.1446,1.072,0.2973,11.4176,2.8743,22.776,6.0578,0.0529,0.2018,1.3881,0,0.3588,0.9563,5.5248,0,0.4377,0.314,1.6445,0,3.0521,1.6633,9.7699,0.0029,1.5929,0.4724,3.0512,0.2438,1.885,0.5647,4.1359,0.6404,11.4658,2.6499,17.8902,5.8912,0.1021,0.1786,1.0114,0,0.6841,0.1203,1.072,0.3978,11.492,3.3443,22.776,6.0578,0.4213
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,830.71,960.18,47.75,26.5237,0.8529,9.4447,6.1563,0.7374,7.2214,1408.1794,2.1859,15.9427,1.7064,14.2363,0,0,0,0,0,0,0.0506,9.8587,0.1656,1.1007,0,1.1007,0.454,88.5345,1.095,4.5274,0,4.5274,1.7425,339.7862,0.4771,3.1425,1.0284,2.1141,1.4141,275.7541,0.3689,3.27,0.8074,2.4626,19.1327,3730.8845,2.034,24.8218,13.9918,10.83,0.2646,51.5952,0.31,1.2576,0,1.2576,0.4921,95.9542,0.1206,0.8043,0.3026,0.5017,11.9912,2338.2786,2.0878,19.5145,8.6606,10.8538,102.25,38.588,0.8629,13.5747,10.3442,0.5296,3.8453,3.7832,15.9427,0,0.014,0.1519,2.1098,0,0.1662,0.2583,1.1264,0,0.7617,1.1872,5.1827,0,1.7172,0.4733,3.1425,0.6257,1.4459,0.3887,3.27,0.7583,16.781,3.5638,24.8218,8.0445,0.2412,0.3019,2.1013,0,0.5517,0.1224,0.8244,0.3026,11.3013,2.0891,19.5145,7.3496,0.7974,1.8197,9.7155,0,0.0266,0.209,2.1098,0,0.2707,0.2818,1.1264,0,1.0395,1.201,5.1827,0,1.6944,0.4697,3.0988,0.6257,1.4746,0.4045,3.2361,0.7583,14.6579,3.3079,21.8962,8.0445,0.22,0.2936,2.1013,0,0.6055,0.0964,0.8244,0.3192,10.6785,1.8889,17.0007,7.3496,0.4681
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1297.7,960.26,48.75,25.9284,0.9112,9.0218,6.9704,0.6354,6.1238,1218.6296,1.6577,11.2842,2.9621,8.3222,0,0,0,0,0,0,0.0105,2.0899,0.0723,0.8491,0,0.8491,0.0001,0.0161,0.0011,0.0161,0,0.0161,1.7235,342.9798,0.3532,3.0679,1.0182,2.0497,1.2489,248.5243,0.2169,1.8456,0.7403,1.1053,21.7302,4324.3198,3.0612,29.1594,13.7505,15.4089,0.8251,164.1983,0.4064,2.1931,0.0161,2.1771,0.2759,54.9043,0.0875,0.5642,0.1674,0.3968,11.6295,2314.2698,1.4743,15.6288,8.0254,7.6035,120.75,39.6964,0.9629,13.4172,11.4908,0.5003,2.6795,3.1151,11.2842,0,0.0096,0.1208,2.1596,0,0.0693,0.172,1.1239,0,0.4393,1.0569,4.6657,0,1.8848,0.4988,3.3592,0.513,1.3594,0.2731,2.7913,0.7403,21.6587,4.3772,30.0035,10.2888,0.7927,0.4694,2.2178,0,0.4264,0.1801,0.8514,0.1674,11.9236,1.6569,15.927,7.7336,0.2914,0.759,4.1587,0,0.0162,0.157,2.1596,0,0.1101,0.2061,1.1239,0,0.7438,1.2912,4.6657,0,1.9967,0.5522,3.3592,0.513,1.4361,0.2819,2.7913,0.8068,21.609,5.0988,30.0035,10.2888,0.7702,0.5081,2.2178,0,0.5307,0.1517,0.8514,0.2461,12.1275,1.7461,15.927,7.7336,0.4071
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,416.09,960.98,20.25,17.0374,0.8767,5.8283,4.6127,0.598,6.4734,556.7104,2.7306,15.4341,1.7843,13.6498,0.0088,0.7554,0.0446,0.3021,0,0.3021,0.0157,1.3544,0.0939,0.8288,0,0.8288,1.983,170.5357,1.4433,9.8464,0.0017,9.8447,1.896,163.0595,0.4066,3.232,1.1915,2.0405,1.8038,155.1251,0.4831,3.0344,0.8859,2.1486,17.0771,1468.6317,1.8719,21.4064,13.3407,8.0657,0.2959,25.4444,0.2725,0.9947,0,0.9947,0.6741,57.9703,0.1657,1.0343,0.4068,0.6276,15.7923,1358.1359,3.0421,25.2959,10.5962,14.6997,59,28.1823,0.9335,9.6111,7.9759,0.5233,2.6537,3.3974,15.4341,0,0.1559,0.6715,6.4615,0,0.1244,0.2126,0.9823,0,2.4242,2.0856,14.2183,0.0017,1.7332,0.455,3.277,0.8105,1.8002,0.4689,3.3132,0.8859,14.7412,2.7855,21.4064,8.0631,0.244,0.2589,1.1955,0,0.7399,0.148,1.1135,0.4068,14.2644,4.5078,32.1884,6.9986,0.5067,1.0044,4.5198,0,0.2386,0.8282,6.4615,0,0.1854,0.2355,0.9823,0,2.6722,2.3397,14.2183,0.0026,1.6417,0.4564,3.277,0.8105,1.7982,0.4624,3.3132,1.0489,13.4283,2.3167,19.0294,8.0631,0.2149,0.2471,1.1955,0,0.777,0.123,1.1135,0.5271,13.4055,4.9576,32.1884,6.9986,0.3358
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,687.08,959.68,13.25,13.3038,0.9408,4.8425,3.721,0.6151,1.8075,104.836,0.5889,2.7379,0.6421,2.0958,0.0001,0.0067,0.0009,0.0067,0,0.0067,1.1741,68.0983,0.5222,3.1595,0.2624,2.8971,0.6127,35.5369,0.7788,2.7605,0,2.7605,1.4295,82.9105,0.4063,2.6092,0.5295,2.0796,1.7114,99.2586,1.5359,7.4772,0.5563,6.9209,1.8081,104.8726,1.2398,7.0313,0.4559,6.5754,12.4605,722.7086,2.172,16.8517,8.8157,8.036,0.558,32.364,0.1371,0.8552,0.2474,0.6078,9.7126,563.3309,1.9761,16.7965,7.1564,9.6401,58.25,27.228,0.9874,9.1497,8,0.4482,0.5033,0.8173,2.7379,0,0.0139,0.0687,0.5583,0,1.6469,0.9004,4.6771,0.2624,1.2968,1.1818,5.9317,0,1.6744,0.579,3.6197,0.5295,3.9939,3.3518,14.5348,0.5563,3.9796,2.616,8.8302,0.1064,10.6245,4.1883,16.9353,0.4415,0.4629,0.162,0.8552,0.0466,12.2618,5.0234,30.0006,7.1564,0.0735,0.1637,0.7194,0,0.0184,0.0788,0.5583,0,1.8027,0.9445,4.6771,0.2981,1.5222,1.2066,5.9317,0,1.7551,0.6051,3.6197,0.7086,4.7461,3.4487,14.5348,0.8034,4.6952,2.556,8.8302,0.1064,10.0195,4.5093,16.9353,0.4415,0.4315,0.1576,0.7505,0.0466,13.1019,5.428,30.0006,7.3423,0.2217
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1182,959.42,12.25,13.2107,0.882,5.0192,3.3668,0.7364,1.5511,79.1056,0.6736,3.1084,0.0257,3.0828,0,0,0,0,0,0,0.0331,1.6869,0.0885,0.397,0,0.397,1.9651,100.2178,1.0519,4.023,0,4.023,1.712,87.3106,0.459,3.106,1.1541,1.9518,1.8903,96.4047,0.3319,2.6151,1.2044,1.4107,17.7768,906.6166,4.3042,27.5987,12.7497,14.849,0.884,45.085,0.3584,1.5956,0.1198,1.4758,0.569,29.0205,0.0802,0.7915,0.4183,0.3732,13.1913,672.7579,1.7613,17.4101,10.5538,6.8563,50.5,25.9505,0.9423,9.3299,6.9468,0.6577,0.5792,0.8268,3.1084,0,0.0239,0.1538,1.282,0,0.1066,0.1689,0.7219,0,2.4415,1.6315,6.9006,0,1.5399,0.5014,3.106,0.7661,1.9444,0.3908,3.2565,1.1752,15.6067,4.4121,27.5987,8.2344,0.7344,0.4199,1.8774,0.0062,0.6201,0.1171,0.8649,0.3622,12.3127,1.5833,17.4101,7.4105,0.2552,0.584,2.7113,0,0.0319,0.177,1.282,0,0.1312,0.182,0.7219,0,2.6003,1.7576,6.9006,0,1.4826,0.5033,2.873,0.7661,1.9624,0.4079,3.2565,1.1752,14.8834,4.2187,25.1915,8.2344,0.6846,0.428,1.8774,0.0062,0.6371,0.1225,0.8649,0.3622,12.0198,1.4079,15.8689,7.4105,0.2401
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1206,962.16,50.25,26.8306,0.8772,10.2465,6.3907,0.7925,6.4681,1313.0304,2.1702,11.6288,2.5129,9.1159,0.0212,4.2985,0.1334,1.1377,0,1.1377,0.0102,2.0772,0.045,0.3959,0,0.3959,1.9482,395.4899,1.5215,7.1657,0,7.1657,1.3887,281.9037,0.3697,2.8771,0.1446,2.7325,1.6382,332.562,0.3819,3.142,0.829,2.313,13.3857,2717.3059,2.1197,21.7201,9.8121,11.908,0.3942,80.029,0.3152,1.5502,0,1.5502,0.6641,134.8051,0.1402,1.2633,0.4067,0.8565,12.3228,2501.5378,1.419,17.1265,9.2329,7.8937,110.25,39.9356,0.8687,14.6588,9.6148,0.7628,3.3191,3.3869,11.6288,0,0.2143,0.7319,6.1021,0,0.0571,0.1375,0.9319,0,2.1501,1.7424,9.9273,0,1.3947,0.4216,3.0104,0.1446,1.6418,0.4359,3.142,0.7262,12.9607,2.8011,21.7201,5.9413,0.3397,0.287,1.5502,0,0.6677,0.1515,1.2633,0.3377,12.1159,2.521,21.9166,6.1513,0.6666,1.3255,5.9212,0,0.3769,0.9569,6.1021,0,0.0965,0.1725,0.9319,0,2.3201,1.8952,9.9273,0,1.3998,0.4615,3.0104,0.1697,1.6448,0.4774,3.0808,0.7262,12.6026,3.2279,21.3625,5.9413,0.2938,0.2526,1.0941,0,0.6708,0.1606,1.24,0.3377,11.9416,3.1575,21.9166,6.1513,0.4444
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1331,962.2,71.25,30.7232,0.9486,10.4813,8.5705,0.5376,9.8684,2851.9719,2.7285,19.4044,4.4747,14.9297,0.0022,0.6353,0.0257,0.4081,0,0.4081,0,0.0135,0.0006,0.0098,0,0.0098,0.1652,47.7503,0.5667,3.2585,0,3.2585,1.8019,520.7527,0.5167,3.3627,0.7611,2.6016,1.6015,462.8234,0.4264,3.3064,0.7218,2.5846,18.328,5296.79,2.852,24.8529,10.2745,14.5784,0.3143,90.8433,0.3169,1.8164,0,1.8164,0.6864,198.3661,0.2277,1.1392,0.2959,0.8433,12.5702,3632.7844,2.4275,27.2413,7.4825,19.7588,153,44.4852,0.9716,14.9284,13.0224,0.4431,4.9465,5.0982,19.4044,0,0.0877,0.5551,6.1928,0,0.0501,0.1402,0.8202,0,0.6486,1.0497,4.4772,0,1.743,0.5434,3.3627,0.3962,1.7151,0.5386,3.3064,0.2517,16.471,3.9063,25.2071,2.6997,0.2645,0.285,1.8164,0,0.7041,0.2062,1.222,0.1692,12.1032,2.8474,27.2413,3.3717,0.5564,1.2653,5.546,0,0.1639,0.7555,6.1928,0,0.0948,0.1817,0.8202,0,1.0798,1.1857,4.4772,0,1.6904,0.5616,3.2174,0.3962,1.8164,0.6048,3.2811,0.2517,14.8146,3.9776,25.2071,2.6997,0.2201,0.2452,1.1777,0,0.7198,0.1838,1.222,0.1692,11.6867,3.1206,26.9733,3.3717,0.4587
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,754.19,963.99,65,32.071,0.7941,12.433,6.9534,0.8322,5.1367,1335.5359,1.9737,11.0453,1.8313,9.2139,0.0013,0.327,0.0137,0.1685,0,0.1685,0.046,11.9655,0.1217,0.7941,0,0.7941,0.5575,144.9393,1.5137,9.4467,0,9.4467,1.8509,481.2423,0.4637,3.1912,0.8676,2.3236,1.2438,323.4008,0.3065,2.0235,0.6438,1.3797,17.7673,4619.5015,2.84,25.2423,12.3906,12.8517,0.3142,81.7033,0.2782,1.4042,0,1.4042,0.4118,107.0632,0.1261,0.7586,0.2047,0.5539,11.1419,2896.8833,2.0871,22.0865,7.4109,14.6755,138,45.1415,0.851,16.9924,10.7367,0.7869,2.5977,2.7934,11.0453,0,0.5886,2.2147,15.4621,0,0.1502,0.2205,1.1606,0,1.8114,3.7798,18.5324,0,1.7576,0.5651,3.2314,0,1.3798,0.3616,3.1126,0.6438,16.7336,4.1121,26.1441,7.7949,0.3203,0.2747,1.4042,0,0.4904,0.1416,0.8007,0.2047,11.7833,3.1674,24.8614,7.1831,0.3675,0.7668,3.4728,0,1.1045,2.9422,15.4621,0,0.2416,0.246,1.1606,0,2.9128,4.7185,18.5324,0,1.6757,0.6306,3.2314,0,1.4991,0.3647,3.1126,0.7803,15.8256,4.7919,26.1441,7.7949,0.3256,0.272,1.3069,0,0.5595,0.1163,0.8007,0.2533,12.3468,3.7906,24.8614,7.1831,0.4622
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,605.62,963.45,65.25,31.6337,0.8194,11.3186,8.4853,0.6481,5.3365,1435.521,2.0513,13.8522,1.6439,12.2083,0,0,0,0,0,0,0.0465,12.5042,0.1534,1.1127,0,1.1127,0.0944,25.4003,0.3579,2.5301,0,2.5301,1.7411,468.3533,0.4401,3.2557,0.9103,2.3454,1.1627,312.768,0.267,1.9526,0.5651,1.3875,18.7108,5033.1963,3.1038,26.4517,12.1085,14.3432,0.4649,125.0545,0.3623,1.6714,0,1.6714,0.4031,108.4473,0.1087,0.6903,0.2095,0.4809,11.0879,2982.6492,1.694,16.0694,7.2751,8.7943,149,45.1521,0.9184,15.762,12.4929,0.5651,2.5587,2.9239,13.8522,0,0.0001,0.0014,0.035,0,0.2259,0.3247,1.4924,0,0.7188,1.272,5.4802,0,1.7348,0.5258,3.2557,0.5362,1.2683,0.3867,2.5257,0.2821,16.6851,4.3634,26.4517,4.4678,0.4011,0.3415,1.7451,0,0.5172,0.1666,0.9891,0.1944,10.6349,2.0468,16.0694,4.545,0.2874,0.7873,5.1026,0,0.0001,0.0019,0.035,0,0.3725,0.3532,1.4924,0,1.2292,1.503,5.4802,0,1.7297,0.5872,3.0139,0.5362,1.3546,0.4442,2.5257,0.2821,15.0288,4.5459,26.1611,4.4678,0.3489,0.3145,1.7451,0,0.6104,0.1465,0.9891,0.1944,10.2645,2.2304,15.0831,4.545,0.442
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1385.4,960.85,19,16.1244,0.9183,6.0001,4.0813,0.7237,3.9292,314.3346,1.3856,8.2791,1.528,6.7511,0.4688,37.5035,1.0483,5.7692,0,5.7692,0.0258,2.0629,0.0719,0.3737,0,0.3737,3.1229,249.8303,1.2262,7.4009,0.2839,7.1169,1.7351,138.8083,0.4901,3.2658,0.9491,2.3167,1.5293,122.3455,0.3381,2.4355,0.9241,1.5113,13.2604,1060.832,2.1045,16.8595,8.6257,8.2338,0.2537,20.2926,0.2369,1.1356,0.0001,1.1354,0.6287,50.2935,0.1311,0.9307,0.4025,0.5282,15.2319,1218.5505,4.2069,27.543,10.0165,17.5264,70,30.0329,0.9752,10.5115,8.4854,0.597,1.2079,1.8913,8.2791,0,0.9256,1.5648,7.6627,0,0.1389,0.2404,1.1209,0,4.4495,2.2004,12.0511,0.2839,1.732,0.5043,3.2658,0.4514,1.902,0.6468,3.6781,0.7061,13.504,2.6294,19.5526,5.2801,0.2201,0.2387,1.1356,0,0.7143,0.1668,1.1405,0.3525,15.5442,3.9079,27.543,6.8992,0.1301,0.3627,2.1326,0,1.1065,1.6956,7.6627,0,0.1838,0.2677,1.1209,0,4.9749,2.2803,12.0511,0.4555,1.7308,0.511,3.0605,0.4514,2.0496,0.6803,3.6781,0.7061,13.6004,2.8092,19.5526,5.2801,0.2068,0.2387,1.067,0,0.7482,0.1675,1.1405,0.3525,15.6679,3.7869,25.7228,6.8992,0.2625
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1280.6,962.4,47.25,24.518,0.9877,8.3741,7.3067,0.4315,6.0867,1168.6511,1.6196,10.8954,2.3314,8.564,0,0.0025,0.0002,0.0023,0,0.0023,0.0268,5.1463,0.1269,1.322,0,1.322,1.9769,379.5656,1.8755,7.4949,0,7.4949,16.7828,3222.2979,4.5746,25.3535,6.7212,18.6323,3.7161,713.4901,0.8909,6.2106,1.2695,4.9412,9.1053,1748.2189,1.9649,14.1343,5.1569,8.9773,0.1103,21.1781,0.162,0.679,0,0.679,0.4441,85.2642,0.1463,0.8779,0.2379,0.64,13.4017,2573.1355,2.3753,24.2112,8.2696,15.9417,110.5,37.9333,0.965,12.7553,10.9756,0.4938,2.8292,3.0893,10.8954,0,0.1026,0.3922,3.7501,0,0.1265,0.2342,1.322,0,2.5162,2.0618,8.8584,0,8.9257,7.6183,25.3535,0.5996,2.5291,1.3058,6.2106,0.1525,9.2582,3.2037,16.8947,1.2908,0.1302,0.1743,0.9639,0,0.536,0.2258,1.0366,0.1068,11.7505,3.867,24.3596,2.7557,0.3571,0.7792,4.4366,0,0.1805,0.5069,3.7501,0,0.2021,0.2667,1.0645,0,2.9255,2.1057,8.8584,0,2.9629,1.915,10.7455,0.5996,1.6282,0.7173,3.1528,0.1525,9.3742,3.8892,16.8947,1.2908,0.1452,0.182,0.9639,0,0.6057,0.2497,1.0366,0.1068,10.4973,4.2914,24.3596,2.7557,0.4157
