Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,617.81,627.54,62.25,31.9617,0.7658,12.3376,6.4843,0.8699,10.9142,2761.2925,3.3628,22.1006,3.5356,18.5649,0,0,0,0,0,0,0.0165,4.1857,0.1032,0.9923,0,0.9923,0.3035,76.7846,0.8372,5.4637,0,5.4637,3.4955,884.351,0.6422,4.7784,1.9184,2.86,2.0745,524.8516,0.2652,3.2329,1.4852,1.7477,29.4736,7456.8306,2.5078,39.5574,23.3913,16.1661,0.0558,14.1127,0.1013,0.6628,0,0.6628,0.7025,177.723,0.2249,1.3464,0.392,0.9544,18.3408,4640.2119,1.2651,21.8946,15.7395,6.1551,134.5,44.939,0.8369,16.7596,10.0911,0.8229,5.8357,5.57,22.1006,0,0.2339,1.4656,15.1214,0,0.1588,0.3232,1.7215,0,0.289,0.7347,5.4637,0,3.2469,0.9109,5.5583,1.0042,1.9802,0.3954,3.2329,0.8069,27.3713,6.2315,41.8736,9.545,0.051,0.0982,0.6628,0,0.8103,0.2624,1.41,0.392,17.2474,3.0359,25.392,8.7715,1.3588,2.3619,9.2534,0,0.44,1.9892,15.1214,0,0.2842,0.3922,1.7215,0,0.2763,0.632,3.7558,0,3.0277,1.0476,5.5583,1.0042,1.8971,0.4668,3.0376,0.8069,25.518,7.7643,41.8736,9.545,0.0469,0.0954,0.5177,0,0.9054,0.2565,1.41,0.4163,16.2835,3.7377,25.392,8.7715,0.4624
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1012.1,625.55,27.75,20.2385,0.8514,7.8691,4.767,0.8099,6.384,727.7797,1.8757,11.634,3.0666,8.5673,8.9777,1023.454,3.7337,18.5598,1.2827,17.2772,0,0,0,0,0,0,3.4698,395.5592,1.2101,6.1166,0.6996,5.4169,1.2315,140.3907,0.6729,2.6484,0,2.6484,1.3345,152.1309,0.2735,2.2311,0.7727,1.4585,11.9932,1367.2305,2.2296,15.9833,5.9714,10.0119,0.044,5.0128,0.0743,0.3689,0,0.3689,0.6944,79.1579,0.0754,0.8125,0.453,0.3595,23.7966,2712.8132,2.9418,31.0144,15.3618,15.6526,85,33.6805,0.9416,12.2171,9,0.6847,2.4029,3.0935,11.634,0,6.5938,4.597,18.5598,0,0.008,0.0434,0.4498,0,3.0396,1.5295,8.3172,0.0006,1.0901,0.6536,2.6484,0,1.301,0.3762,2.5153,0.4446,11.2706,3.4873,21.2653,5.255,0.0866,0.1248,0.7791,0,0.6456,0.1121,0.9182,0.3486,18.9483,5.0447,31.0144,10.4662,0.3948,0.7555,3.631,0,5.3913,4.5284,16.733,0,0.012,0.0529,0.4498,0,2.8226,1.6273,8.3172,0.0006,1.0188,0.6333,2.6452,0,1.2841,0.4181,2.5153,0.4446,10.9061,3.9279,21.2653,5.255,0.1081,0.139,0.7791,0,0.6211,0.1195,0.9182,0.3486,16.5027,4.01,29.3635,10.4662,0.3238
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1212.8,625.8,29.5,20.4678,0.8849,6.6337,5.9389,0.4735,9.0683,1097.2645,3.3637,18.5368,3.344,15.1928,0.0896,10.8371,0.5865,5.5769,0,5.5769,0.0003,0.0319,0.0024,0.0263,0,0.0263,6.3479,768.0967,2.1045,12.5434,2.3704,10.173,2.5548,309.1349,0.5979,3.8043,0.8544,2.9498,2.8033,339.1995,0.4676,3.7296,1.5016,2.228,26.2173,3172.2959,3.035,31.0385,19.309,11.7296,0.0439,5.3169,0.0936,0.5547,0,0.5547,0.8638,104.5173,0.1823,1.3372,0.5945,0.7426,22.294,2697.5688,4.4754,34.6788,15.6657,19.0132,81.5,32.5096,0.969,11.0995,9.5,0.5039,3.8674,4.6399,18.5368,0,1.3578,2.7507,15.6837,0,0.0524,0.187,1.4805,0,7.0903,5.0746,25.6403,0,2.4195,1.1001,6.2135,0,2.4179,0.581,3.7296,0.9338,22.1446,5.8327,32.083,8.2719,0.0635,0.1081,0.5937,0,0.9455,0.198,1.4816,0.58,22.7071,6.0501,39.398,10.8226,0.8126,1.5064,6.4634,0,2.1027,3.2131,15.6837,0,0.083,0.2303,1.4805,0,7.5264,6.1516,25.6403,0,2.34,1.3032,6.2135,0,2.1916,0.5193,3.3793,0.9338,19.7524,5.7591,32.083,8.2719,0.0749,0.1145,0.5937,0,0.9934,0.1914,1.4816,0.58,22.9498,6.8063,39.398,10.8226,0.3658
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,808.86,626.25,36,21.3263,0.9947,6.9713,6.5,0.3499,7.0812,1033.8572,2.6662,18.9491,3.0549,15.8942,0.0071,1.042,0.047,0.3963,0,0.3963,0.1364,19.9176,0.1941,0.8042,0,0.8042,3.8115,556.4794,1.0624,5.9487,0.9287,5.02,2.4768,361.606,0.5234,3.7972,1.0594,2.7377,2.5929,378.5627,0.6734,4.4153,1.1608,3.2546,21.5734,3149.7129,3.8833,27.9329,8.6185,19.3144,0.0045,0.6589,0.0164,0.1318,0,0.1318,0.724,105.7032,0.1847,1.224,0.3396,0.8845,20.5788,3004.5002,3.1468,29.2273,11.723,17.5043,86.5,33.4905,0.9691,11.299,9.687,0.4262,3.3371,3.722,18.9491,0,1.1062,2.255,10.5928,0,0.2104,0.2541,1.1528,0,2.8239,1.9075,8.6217,0,2.251,0.5711,3.7972,0.6392,2.1405,0.7475,4.4153,0.7292,17.981,4.9636,27.9329,6.7305,0.0162,0.041,0.2737,0,0.7626,0.1902,1.224,0.3396,19.0057,4.1602,29.8084,8.4324,0.6174,1.0699,4.3928,0,1.9045,2.6969,10.5928,0,0.2641,0.2784,1.1528,0,2.1065,2.0609,8.6217,0,2.087,0.5491,3.5244,0.6392,1.8119,0.6165,3.8948,0.7292,15.3716,3.9275,23.1983,6.7305,0.0247,0.0504,0.2737,0,0.7906,0.1897,1.2122,0.3405,17.8631,4.4321,29.8084,8.4324,0.411
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,386.64,627.08,32.75,21.1242,0.9223,7.6455,5.1756,0.7198,6.251,837.632,2.6738,14.1672,2.1044,12.0629,0,0,0,0,0,0,0.0084,1.1221,0.0686,0.6935,0,0.6935,0.6274,84.0672,1.0839,4.3434,0,4.3434,2.8908,387.3639,0.7485,4.3591,1.4498,2.9092,1.9544,261.8959,0.3177,2.7983,1.3715,1.4267,24.3441,3262.115,2.981,31.5548,17.4126,14.1422,0.0307,4.1076,0.0885,0.5823,0,0.5823,0.8519,114.1535,0.1731,1.3181,0.6081,0.71,18.2946,2451.4805,2.6539,23.0603,12.5396,10.5207,93.25,34.8751,0.9634,12.1525,9.4246,0.6127,2.3829,3.3375,14.1672,0,0.0398,0.211,2.0809,0,0.1188,0.3358,2.1722,0,0.6683,1.1536,4.7281,0,2.4978,0.8793,4.3739,0.6518,1.7843,0.4147,2.914,0.7885,22.3633,4.8715,31.5548,10.0717,0.0258,0.0835,0.7227,0,0.8587,0.1932,1.3391,0.4157,16.6783,3.6917,24.9648,8.6953,0.2411,0.6795,4.1928,0,0.0618,0.2606,2.0809,0,0.18,0.403,2.1722,0,0.6909,1.192,4.7281,0,2.2801,0.872,4.3739,0.6518,1.6902,0.4323,2.914,0.7885,21.2664,5.3509,30.6368,10.0717,0.0232,0.0807,0.7227,0,0.8625,0.2037,1.3391,0.4157,15.7833,3.881,24.9648,8.6953,0.3507
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,679.28,628.74,59.5,30.769,0.7898,11.4909,6.9551,0.807,6.6985,1634.4355,2.5634,15.6853,2.3383,13.3469,0,0,0,0,0,0,0.0536,13.0857,0.1303,0.7055,0,0.7055,0.0946,23.0905,0.3442,3.2008,0,3.2008,2.4194,590.3434,0.5503,3.9805,1.4179,2.5626,2.041,498.0068,0.2802,3.1736,1.3798,1.7938,26.5146,6469.5522,3.7691,33.6435,13.867,19.7765,0.0193,4.7013,0.0555,0.3232,0,0.3232,0.5609,136.8542,0.1335,0.9578,0.3691,0.5887,16.4138,4004.9663,2.7149,24.2127,11.7637,12.449,129.5,43.854,0.8462,15.8073,10.4059,0.7508,3.7261,3.5238,15.6853,0,0.0127,0.0807,1.0665,0,0.121,0.1903,0.9908,0,0.1787,0.4441,3.2008,0,2.2053,0.6843,4.2038,0.609,1.8289,0.4586,3.1736,0.4108,22.8621,7.4044,34.425,4.5318,0.0326,0.0764,0.5482,0,0.5662,0.1294,0.9578,0.2548,14.6967,3.9563,25.3748,5.1449,1.0791,1.6547,9.4124,0,0.0241,0.1098,1.0665,0,0.1809,0.214,0.9908,0,0.2536,0.5061,2.4949,0,2.0146,0.7348,4.2038,0.609,1.64,0.5023,3.1304,0.4108,19.6096,8.2849,34.425,4.5318,0.0445,0.0895,0.5482,0,0.571,0.1256,0.9458,0.2548,13.1675,4.2543,25.3748,5.1449,0.4546
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1274,626.47,26.5,18.3813,0.9856,6.3531,5.1854,0.5169,8.0207,866.2375,1.9581,13.1165,3.8007,9.3158,5.0248,542.6796,2.8373,10.3668,0.0382,10.3286,0.0047,0.5025,0.0365,0.3574,0,0.3574,6.4597,697.6513,2.5675,11.7104,0.7574,10.953,1.8176,196.3048,0.4904,2.6794,0.3601,2.3193,1.6029,173.1174,0.3568,2.6389,0.9908,1.648,11.4919,1241.1246,1.7141,17.3832,7.8665,9.5168,0.0648,6.9935,0.0874,0.3818,0,0.3818,0.6581,71.0765,0.0944,1.0109,0.4721,0.5388,26.3052,2840.9604,3.5813,32.3126,16.8317,15.4808,73.25,31.0003,0.9578,10.6555,8.8747,0.4913,3.2824,3.8919,13.1165,0,1.9959,2.9044,10.3668,0,0.0626,0.1296,0.857,0,5.0223,3.1758,14.3415,0,1.6071,0.5398,3.2355,0.3601,1.5692,0.4932,3.4315,0.3927,11.7783,3.5053,23.2866,3.8861,0.0496,0.0747,0.3818,0,0.6762,0.1486,1.2295,0.2498,18.9677,6.9256,32.3126,5.3277,0.5459,1.0821,5.2679,0,0.2466,0.547,3.8312,0,0.0961,0.1507,0.857,0,4.192,3.2027,14.3415,0,1.4856,0.5306,3.2355,0.4457,1.5496,0.5569,3.4315,0.3927,11.9437,4.2019,23.2866,3.8861,0.0409,0.065,0.3693,0,0.6866,0.1717,1.2295,0.2498,14.73,4.3725,25.7559,5.3277,0.3446
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,761.16,627.09,39.75,22.5698,0.9806,7.956,6.5654,0.547,13.4074,2158.5879,3.6794,24.8,5.621,19.1791,0,0,0,0,0,0,0.0469,7.5507,0.1483,1.0592,0,1.0592,3.1576,508.3699,2.968,9.8225,0,9.8225,3.0624,493.0498,0.8733,5.405,1.3555,4.0495,2.7522,443.1009,0.6534,4.0054,1.0205,2.9849,27.4334,4416.7837,2.6949,31.9976,17.8482,14.1495,0.0281,4.5314,0.0789,0.4907,0,0.4907,0.6817,109.7519,0.2335,1.2705,0.3841,0.8864,17.8391,2872.1018,1.7994,22.6801,12.4553,10.2248,92.75,35.1185,0.945,12.0954,9.6656,0.541,6.5642,6.6685,24.8,0,0.0002,0.0027,0.0512,0,0.0623,0.1424,1.0592,0,1.4185,2.4819,9.8225,0,2.2698,1.0152,5.405,0.6101,2.06,0.8278,4.0054,0.2634,21.2613,6.9312,31.9976,5.2756,0.0499,0.1081,0.901,0,0.6467,0.1923,1.2705,0.3096,13.7902,4.3135,22.6801,5.7848,1.3672,2.2946,9.5558,0,0.0003,0.0036,0.0512,0,0.074,0.137,0.6986,0,0.0979,0.3466,2.3898,0,1.6678,0.6289,3.8334,0.6101,1.5344,0.4911,2.781,0.2634,16.574,5.2961,30.2048,5.2756,0.0664,0.1235,0.901,0,0.6201,0.1489,1.1093,0.3096,10.7153,2.8879,19.2817,5.7848,0.4205
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,776.82,627.48,36,22.4032,0.9013,8.2336,5.7772,0.7316,8.3139,1213.8311,2.9051,16.326,3.1032,13.2229,0,0,0,0,0,0,0.0724,10.5658,0.2132,1.3094,0,1.3094,0.5804,84.739,1.2418,5.1973,0,5.1973,3.0589,446.6,0.7422,4.4449,1.3461,3.0989,2.0949,305.8507,0.2821,2.8395,1.4568,1.3827,24.9753,3646.3972,3.6452,31.6761,11.7056,19.9705,0.0121,1.7611,0.0737,0.7389,0,0.7389,0.8532,124.5712,0.1701,1.3069,0.438,0.8689,16.5922,2422.4565,2.0913,19.6983,9.1212,10.5771,99,36.0285,0.9584,12.6709,10,0.5821,3.3321,4.2546,16.326,0,0.1052,0.7558,8.5899,0,0.1741,0.2809,1.4021,0,0.8532,1.7661,9.3291,0,2.3619,0.8467,4.4449,0.0938,1.7662,0.4806,2.8395,0.4214,20.0973,6.132,31.6761,9.0163,0.0348,0.1142,0.8486,0,0.8023,0.2188,1.3234,0.4055,13.989,4.1502,25.8095,7.1533,0.4572,1.0272,5.6102,0,0.1658,0.9445,8.5899,0,0.2328,0.2984,1.4021,0,1.0106,1.9928,9.3291,0,1.9596,0.6094,3.9848,0.0938,1.5765,0.4693,2.8136,0.4214,17.2823,5.4772,30.2214,9.0163,0.0479,0.1304,0.8486,0,0.7729,0.2379,1.3234,0.4055,12.4868,4.3006,25.8095,7.1533,0.355
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,961.54,625.8,19.75,16.8719,0.8719,6.1506,4.5,0.5497,6.0015,480.1192,1.561,10.2243,1.7074,8.5169,7.1839,574.7113,3.0561,14.4928,0,14.4928,0,0,0,0,0,0,3.3676,269.4101,2.5197,9.9196,0,9.9196,1.2437,99.4959,1.0146,3.4385,0,3.4385,1.5056,120.4513,0.3859,2.5318,0.6867,1.8451,13.628,1090.2361,4.8608,32.9121,9.1829,23.7292,0.1447,11.5791,0.178,0.7315,0,0.7315,0.6032,48.2533,0.1747,1.1326,0.3912,0.7414,22.9201,1833.6113,4.1071,32.4418,16.6169,15.8249,58.75,29.1456,0.8691,10.5626,7.6116,0.6957,2.3924,2.9135,10.2243,0,4.0161,3.7941,14.4928,0,0.0021,0.0211,0.299,0,2.8819,2.4938,10.1641,0,1.3487,0.758,4.0323,0,1.5531,0.4424,3.2742,0.6867,13.7196,4.5913,39.0918,7.425,0.1498,0.215,1.1971,0,0.6718,0.1793,1.3447,0.3912,19.2995,5.5875,32.4418,7.8251,0.5765,1.2861,8.5214,0,2.4223,3.062,12.9186,0,0.0031,0.0258,0.299,0,2.6374,2.4524,10.1641,0,1.4015,0.5852,4.0323,0,1.5769,0.4676,3.2742,0.7046,13.7657,4.4647,39.0918,7.425,0.1523,0.2318,1.1971,0,0.7063,0.1719,1.3447,0.3978,17.4778,5.3495,30.8521,7.8251,0.3114
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Astrocyte,PathAnnotationObject,Polygon,1461.7,625.9,24,17.7278,0.9597,6.4655,4.4879,0.7265,4.921,477.3383,1.7295,10.4117,1.9773,8.4344,9.0139,874.35,2.5313,15.1751,4.1537,11.0214,0,0,0,0,0,0,5.0001,485.0053,1.8728,11.0135,1.424,9.5895,2.4035,233.1443,0.4678,3.317,1.2947,2.0224,1.3764,133.5119,0.288,2.3158,0.7847,1.5312,14.5541,1411.746,1.6713,20.0701,11.8715,8.1986,0.0189,1.8348,0.0563,0.3636,0,0.3636,0.8952,86.8385,0.1251,1.2049,0.6558,0.5491,31.3486,3040.8125,3.3926,39.7167,22.6191,17.0976,76.5,31.4306,0.9731,10.7581,8.5,0.5842,1.7009,2.4308,10.4117,0,4.9585,3.9041,15.1751,0,0.0466,0.1194,0.6312,0,4.6674,2.3045,11.5148,0,1.9541,0.6423,3.6584,0.5012,1.4677,0.321,2.5383,0.7023,14.2233,2.3494,22.5375,7.4657,0.0275,0.0718,0.5458,0,0.8538,0.1609,1.2552,0.4682,22.9924,7.797,39.7167,8.3721,0.2205,0.5281,3.1211,0,3.0942,2.8749,11.3435,0,0.0681,0.1392,0.6312,0,4.5145,2.467,11.5148,0,1.7475,0.6057,3.6584,0.5012,1.5097,0.3272,2.5383,0.7023,14.0712,2.5921,22.5375,7.4657,0.0315,0.0777,0.5458,0,0.8348,0.1719,1.2552,0.4682,19.151,6.0442,38.6005,8.3721,0.3003
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,334.33,627.36,10.75,12.1106,0.9211,4.5243,3.2887,0.6778,4.3915,210.7914,1.2978,7.6735,1.55,6.1235,0,0,0,0,0,0,0.0677,3.2509,0.1955,0.9902,0,0.9902,0.8638,41.4601,1.1448,3.3671,0,3.3671,2.9332,140.7949,0.5288,4.0522,1.6742,2.378,2.1771,104.4998,0.285,2.6633,1.6962,0.9671,25.3275,1215.7194,2.689,30.8438,17.9036,12.9401,0.0957,4.5917,0.1903,0.8317,0,0.8317,0.6641,31.8773,0.1465,1.0332,0.3901,0.6431,19.9507,957.6324,2.2029,26.6517,15.5622,11.0895,47.25,25.4089,0.9197,9.1184,6.4599,0.7013,1.697,2.067,7.6735,0,0.0621,0.3737,3.2833,0,0.1045,0.2448,1.6332,0,1.8424,1.7988,6.7345,0,2.7549,0.8591,4.8087,1.1206,2.2056,0.5008,3.2185,0.6984,25.5833,5.5933,34.5298,8.6244,0.0597,0.1346,0.8317,0,0.7802,0.2243,1.4164,0.3901,20.1477,4.6096,34.621,8.2287,0.7861,1.3632,5.2847,0,0.0831,0.4306,3.2833,0,0.117,0.2588,1.6332,0,2.1732,1.8612,6.7345,0,2.6947,0.939,4.8087,1.1206,2.2152,0.5556,3.2185,0.6984,25.6698,6.2845,34.5298,8.6244,0.0476,0.1079,0.7,0,0.8194,0.2328,1.4164,0.4161,20.2143,5.1814,34.621,8.2287,0.2273
