Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1135.5,592.38,43.25,23.7732,0.9617,8.4602,6.261,0.6582,9.025,1570.3501,3.4402,18.8432,3.1944,15.6488,0,0,0,0,0,0,0.0903,15.7039,0.1375,0.707,0,0.707,8.2505,1435.5896,2.5843,13.5948,1.5758,12.019,1.2976,225.779,0.3618,2.3893,0.5156,1.8737,2.6598,462.8015,0.6237,4.0968,1.023,3.0738,14.1224,2457.2979,1.8949,17.5362,8.4065,9.1296,0.5342,92.9569,0.302,1.4007,0.0337,1.367,0.6293,109.4916,0.0608,0.7821,0.4022,0.3799,13.3185,2317.4265,1.8891,16.5063,7.9911,8.5152,106,37.2533,0.9598,12.8919,9.9552,0.6249,4.1401,4.7283,18.8432,0,0.0022,0.0297,0.4655,0,0.2123,0.2525,1.1556,0,5.9759,3.2238,13.5948,0,1.3361,0.3927,2.4996,0.5156,2.3939,0.862,4.7465,0.384,13.436,3.2384,20.5446,4.2282,0.4588,0.2842,1.4007,0,0.6238,0.1434,1.0582,0.2421,12.0781,2.768,19.3787,5.1936,0.7537,1.2674,5.6967,0,0.0037,0.0387,0.4655,0,0.297,0.2784,1.1556,0,4.399,2.6281,9.9615,0,1.3628,0.4113,2.4996,0.5402,2.2096,0.9528,4.7465,0.384,12.9602,3.8401,20.5446,4.2282,0.4065,0.2592,1.3897,0,0.62,0.1796,1.0582,0.2421,11.2181,2.9516,19.3787,5.1936,0.3907
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1187.7,593.13,49.25,26.384,0.8891,9.5541,7.1369,0.698,3.6987,739.7449,1.0024,6.1519,1.7091,4.4427,0,0,0,0,0,0,0.3111,62.2116,0.2878,1.7062,0,1.7062,8.2297,1645.9316,1.3399,11.2533,5.1747,6.0786,1.6183,323.6622,0.3471,2.6177,0.5814,2.0363,2.955,590.9955,0.3679,4.0395,2.1275,1.9121,16.8158,3363.166,1.2462,19.5313,12.9197,6.6116,0.3416,68.3209,0.2113,1.0889,0,1.0889,0.7705,154.1057,0.1198,1.029,0.4947,0.5343,14.9116,2982.3198,1.181,17.5412,11.3394,6.2018,120.75,39.8932,0.9535,13.9025,11.4138,0.594,1.6942,1.8509,6.1519,0,0.0278,0.1534,1.4962,0,0.4057,0.3881,1.7724,0,7.1234,2.388,12.0182,0.4879,1.5571,0.4389,2.7183,0.0508,2.4899,0.6149,4.0395,0.7011,13.885,3.5273,19.5313,4.9025,0.287,0.1951,1.0889,0,0.7143,0.1838,1.0465,0.2472,13.122,2.6989,18.0649,6.1374,0.2825,0.5483,2.4843,0,0.0473,0.1981,1.4962,0,0.4724,0.4336,1.7724,0,6.3443,2.645,12.0182,0.4879,1.5139,0.4895,2.7183,0.0508,2.1624,0.5382,3.6528,0.7011,11.821,3.1301,18.0496,4.9025,0.2485,0.1731,0.85,0,0.6747,0.2092,1.0465,0.2472,11.8617,2.7556,18.0649,6.1374,0.4018
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,860.36,594.83,46.75,25.1075,0.9319,8.9302,6.8088,0.639,8.4723,1609.7319,2.5992,14.9765,3.5196,11.4569,0,0,0,0,0,0,4.3338,823.4314,1.7115,8.5561,1.3866,7.1695,1.5054,286.0248,2.2261,9.371,0,9.371,2.9714,564.5646,1.1053,5.0428,0.8083,4.2345,1.9415,368.892,0.4164,3.2614,1.0579,2.2036,21.2956,4046.1643,5.1178,30.8873,11.6574,19.2299,0.0855,16.2387,0.1425,0.8912,0,0.8912,0.5644,107.2347,0.0946,0.8199,0.3804,0.4395,13.8862,2638.3872,2.5493,18.8539,9.021,9.8329,117.25,38.8002,0.9787,13.2784,11.3493,0.5011,3.8327,4.2786,14.9765,0,0,0,0,0,2.4084,1.9958,8.5561,0,2.9096,3.3343,18.6362,0,2.4051,1.1177,5.2187,0.7471,1.835,0.4379,3.2614,0.859,16.4255,7.36,31.7541,4.3184,0.1501,0.2519,2.0791,0,0.6149,0.1056,0.9536,0.3804,11.445,3.3595,19.3082,5.2402,0.6617,1.1818,5.6465,0,0,0,0,0,1.0924,0.6601,3.7234,0,3.8693,3.6173,18.6362,0,2.0181,0.9498,5.2187,0.7471,1.7622,0.438,2.8577,0.859,13.097,6.7873,31.7541,4.3184,0.1943,0.2972,2.0791,0,0.6494,0.0987,0.9536,0.4491,9.7766,2.777,19.3082,5.2402,0.4003
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1092.6,593.41,32.25,21.6131,0.8676,8.3691,5.0127,0.8179,12.3163,1613.4395,4.1698,25.168,4.2579,20.9101,0.2817,36.8974,0.6115,2.549,0,2.549,0.013,1.7006,0.051,0.2877,0,0.2877,11.8857,1557.0255,3.1139,17.9369,5.4024,12.5345,2.3145,303.197,0.7854,3.8514,0.5537,3.2976,4.6713,611.941,1.2586,8.9491,1.669,7.2801,15.3774,2014.4392,2.7552,19.5735,5.4645,14.109,0.5356,70.1614,0.4125,1.4622,0,1.4622,0.7679,100.5945,0.1369,1.1379,0.3638,0.7741,23.9797,3141.3413,4.8539,33.8317,11.0015,22.8303,94,35.5463,0.9349,12.9942,9.4025,0.7015,4.9614,6.0807,25.168,0,0.2922,0.633,3.4948,0,0.1297,0.2591,1.6865,0,6.8201,4.581,17.9369,0,1.8056,0.8592,4.0731,0,3.4565,1.6321,9.0159,0.542,12.5138,4.8198,29.4049,2.0123,0.3573,0.3449,1.4622,0,0.6894,0.181,1.1379,0.2331,16.9827,7.112,33.8317,4.8149,1.0448,1.7867,8.4224,0,0.2979,0.6453,3.4948,0,0.1918,0.3009,1.6865,0,4.1226,2.4567,10.5213,0,1.5346,0.7704,4.0731,0,2.8096,1.4277,9.0159,0.542,10.9888,4.9905,29.4049,2.0123,0.2624,0.2572,1.1173,0,0.6476,0.1878,1.09,0.2331,13.2566,5.0007,28.8975,4.8149,0.3382
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1242.6,594.03,36.5,21.9038,0.956,7.754,6.0684,0.6327,10.8216,1634.0637,2.8857,19.8838,4.2478,15.636,0,0,0,0,0,0,1.0421,157.3503,0.555,2.7464,0,2.7464,5.6084,846.867,1.7265,8.0086,0,8.0086,1.7759,268.1661,0.689,4.2089,0.4493,3.7596,2.8959,437.2795,0.2972,3.5945,1.983,1.6115,24.7066,3730.7034,2.0212,29.5168,15.9991,13.5177,0.4005,60.4755,0.2727,1.1343,0,1.1343,0.5484,82.8137,0.0956,0.8298,0.4266,0.4032,15.7796,2382.7256,1.027,18.8298,12.3611,6.4687,94.5,35.2432,0.9561,12.2525,9.6297,0.5926,4.6943,5.388,19.8838,0,0.0004,0.0058,0.0944,0,0.7011,0.5114,2.7464,0,4.3852,2.4098,8.5138,0,1.7289,0.7106,4.4902,0.3016,2.4742,0.7217,3.9516,0.4617,19.739,6.4632,30.7628,4.2952,0.3671,0.3318,1.9474,0,0.6201,0.1373,1.0013,0.2707,13.2982,2.9238,18.8298,5.1919,0.6715,1.3072,6.9222,0,0.0007,0.0075,0.0944,0,0.4773,0.3245,1.6188,0,3.5821,2.4595,8.5138,0,1.698,0.7243,4.4902,0.3016,2.1973,0.7824,3.9516,0.4617,16.4777,6.2999,30.7628,4.2952,0.3452,0.3643,1.9474,0,0.6672,0.1403,1.0013,0.2707,11.669,2.6016,18.7274,5.1919,0.3811
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,967.04,593.99,26.5,18.9839,0.924,6.4212,5.4721,0.4693,3.1765,339.8826,1.1127,5.6228,1.2339,4.3888,0,0,0,0,0,0,0.14,14.9829,0.1608,0.6159,0,0.6159,3.9449,422.1003,1.468,7.328,0.7797,6.5484,1.3417,143.5633,0.3318,2.4601,0.761,1.6991,2.9031,310.6364,0.6869,5.028,1.6849,3.3431,16.0111,1713.1844,2.5936,20.7685,9.1014,11.6671,0.3484,37.2823,0.28,1.2893,0,1.2893,0.7525,80.5166,0.1166,0.9857,0.4314,0.5542,12.4609,1333.3116,1.8718,17.7393,8.1164,9.6229,83.25,32.8591,0.9689,10.9898,9.9655,0.3446,1.1355,1.576,5.6228,0,0.0001,0.0007,0.0113,0,0.2083,0.2441,1.8306,0,3.0975,1.6477,7.328,0,1.349,0.4595,3.5176,0.5775,2.4482,0.8793,5.2773,0.7571,13.8252,4.4074,23.4719,5.0173,0.37,0.2998,1.6956,0,0.7168,0.159,1.1414,0.3621,11.0599,2.604,18.3225,5.9924,0.1692,0.4036,2.0069,0,0.0001,0.0009,0.0113,0,0.2407,0.2692,1.8306,0,2.6963,1.5772,6.6623,0,1.3524,0.5096,3.5176,0.5775,2.2328,0.8794,5.2773,0.7571,12.7903,4.7059,23.4719,5.0173,0.3802,0.3088,1.6956,0,0.6998,0.1732,1.1414,0.3621,10.3966,2.6419,18.3225,5.9924,0.3118
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1305,593.68,26.5,20.5991,0.7848,7.8458,4.6807,0.8428,3.5384,382.1522,1.1851,6.5303,1.2733,5.257,0,0,0,0,0,0,0.1795,19.3869,0.1939,0.6664,0,0.6664,5.6589,611.1634,3.3039,14.6956,0.3238,14.3718,1.5465,167.0266,0.3701,2.9489,0.8935,2.0554,2.0527,221.6928,0.4383,3.2301,1.0843,2.1457,12.3461,1333.3756,2.6221,19.2822,6.0083,13.2739,0.141,15.2274,0.1177,0.4993,0,0.4993,0.5818,62.8302,0.1082,0.8823,0.3519,0.5304,13.5319,1461.4498,5.5291,34.6739,7.7781,26.8958,75,33.8247,0.8238,12.3204,7.991,0.7938,1.4972,1.7643,6.5303,0,0.2633,1.1755,10.8556,0,0.2401,0.2482,1.1043,0,5.6273,4.0642,19.7273,0,1.618,0.5524,3.1682,0,2.1059,0.6902,4.0001,0.2903,11.0711,3.669,20.0973,1.6969,0.1223,0.127,0.7034,0,0.6708,0.1954,1.0916,0.1665,13.0848,6.5756,37.9876,3.101,0.3549,0.6522,3.033,0,0.4106,1.4486,10.8556,0,0.274,0.2685,1.1043,0,5.6096,4.4413,19.7273,0,1.658,0.6292,3.1682,0,2.1357,0.7967,4.0001,0.2903,10.3577,3.972,20.0973,1.6969,0.1118,0.1311,0.7034,0,0.7206,0.215,1.0916,0.1665,12.8345,7.0956,37.9876,3.101,0.3572
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1037.9,595.53,36.25,21.8554,0.9537,7.1576,6.3077,0.3659,4,580.0015,1.233,6.7151,1.6875,5.0275,0.0033,0.4726,0.0229,0.1978,0,0.1978,0.1807,26.1948,0.1934,0.7115,0,0.7115,6.3553,921.5144,1.1762,10.0989,3.0985,7.0004,1.8168,263.4419,0.3881,2.833,0.6669,2.1661,3.2947,477.7278,0.5213,4.5323,2.0086,2.5237,18.4682,2677.8843,1.7025,22.1881,12.8975,9.2906,0.5942,86.153,0.2759,1.2547,0.0572,1.1975,0.6212,90.071,0.1379,0.9753,0.3766,0.5987,14.1997,2058.9622,1.7566,21.9646,10.8333,11.1314,97.75,35.3073,0.9854,11.552,10.6066,0.3124,1.5925,2.0211,6.7151,0,0.0657,0.3676,3.2968,0,0.3181,0.2876,1.3523,0,6.155,2.4517,12.4278,0,1.6795,0.5502,3.9392,0.2523,3.0999,0.7251,5.3879,1.2642,17.5154,3.4505,25.1949,8.5571,0.449,0.2983,1.5869,0,0.7,0.1778,1.3071,0.3766,13.8534,2.8114,25.8703,8.518,0.1791,0.4248,2.2532,0,0.1023,0.4592,3.2968,0,0.3988,0.3032,1.3523,0,6.0374,2.9506,12.4278,0,1.5989,0.6126,3.9392,0.2523,2.9855,0.8007,5.3879,1.2642,16.9561,4.047,25.1949,8.5571,0.3638,0.2778,1.5869,0,0.7462,0.1825,1.3071,0.4727,13.6501,3.2626,25.8703,8.518,0.3688
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1107.7,595.69,56.25,30.782,0.746,12.1639,5.9223,0.8981,12.1717,2750.7991,3.6297,20.8984,3.7047,17.1937,0.062,14.0023,0.2699,1.8635,0,1.8635,0.031,7.0126,0.1141,0.8784,0,0.8784,12.5106,2827.3879,2.2529,17.0347,7.8277,9.207,1.9663,444.3872,0.5966,3.3588,0.5417,2.8171,2.8295,639.4645,0.5405,4.2968,1.6727,2.6241,11.1425,2518.208,1.5118,14.5969,6.6598,7.9371,0.6913,156.2354,0.3334,1.623,0.0203,1.6027,0.7899,178.5252,0.1064,1.0632,0.494,0.5692,19.7098,4454.4204,2.586,27.6077,13.7647,13.8429,129.5,44.1205,0.836,16.6565,9.3632,0.8351,5.9105,6.1533,20.8984,0,0.8147,2.5889,17.2753,0,0.2201,0.3748,1.5197,0,10.4577,3.5927,21.1801,1.1761,1.6389,0.7007,3.3588,0,2.5051,0.6306,4.2968,0.7867,11.113,2.9579,21.3165,4.5287,0.5499,0.3145,1.623,0,0.7193,0.1434,1.0632,0.3539,18.2805,4.2455,30.1209,7.0156,1.0811,1.809,7.9329,0,1.3953,3.3252,17.2753,0,0.3659,0.436,1.5197,0,8.8743,3.6345,21.1801,1.1761,1.3864,0.6706,2.9202,0,2.255,0.5798,3.5859,0.7867,11.0902,3.7093,21.3165,4.5287,0.4407,0.2497,1.4339,0,0.6648,0.1445,1.0365,0.3539,17.178,4.9012,30.1209,7.0156,0.4302
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,455.03,596.62,28,19.4536,0.9297,6.896,5.4874,0.4664,5.1572,593.0754,1.7488,10.0431,2.0637,7.9794,16.6378,1913.3513,3.8976,26.3378,8.6597,17.6782,0,0,0,0,0,0,7.535,866.5228,1.8506,11.7552,3.3953,8.3599,0.5889,67.7226,0.6234,2.5254,0,2.5254,1.4183,163.1065,0.392,2.5274,0.5255,2.0019,8.3961,965.5483,1.2852,11.3657,5.6821,5.6836,0.1945,22.3694,0.1701,0.7275,0,0.7275,0.5729,65.8796,0.125,0.8351,0.3293,0.5059,28.7946,3311.3765,3.031,36.9722,22.0913,14.8809,85.75,33.3079,0.9713,11.4172,9.5,0.4554,1.8455,2.5875,10.0431,0,13.8291,6.4472,30.7557,1.21,0.0322,0.1603,1.1509,0,10.0072,3.8585,22.9141,2.1712,0.5732,0.5738,2.5254,0,1.71,0.5775,3.3982,0.5255,9.5877,2.5987,18.673,4.81,0.1666,0.1713,0.8392,0,0.6391,0.1522,1.0128,0.3293,25.4451,5.3379,36.9722,9.9025,0.1824,0.4832,2.7941,0,12.4187,6.9971,30.7557,1.21,0.0484,0.1945,1.1509,0,11.2486,4.0068,22.9141,2.1712,0.5653,0.5485,1.8925,0,1.8565,0.6004,3.3982,0.5949,10.1861,2.8737,18.673,4.81,0.1526,0.1705,0.8392,0,0.6724,0.154,1.0128,0.333,23.763,5.4562,34.4685,9.9025,0.3141
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,642.55,598.84,73.25,31.435,0.9315,11.899,8.1714,0.7381,12.5328,3672.1084,3.5758,23.5896,4.9583,18.6313,0,0,0,0,0,0,0.0981,28.7362,0.2159,1.1242,0,1.1242,6.6869,1959.2612,3.102,18.4198,0.1168,18.303,1.8977,556.0148,0.4762,4.2214,0.8352,3.3862,2.546,745.9825,0.477,4.4019,1.656,2.7459,17.1114,5013.6338,1.5366,22.7357,12.9661,9.7696,0.1016,29.7741,0.1654,1.0921,0,1.0921,0.7211,211.2895,0.0958,1.0539,0.5031,0.5509,13.4032,3927.135,0.9973,16.9821,10.9583,6.0238,147.5,44.7352,0.9262,16.3418,11.5032,0.7138,6.9325,6.3086,23.5896,0,0.0053,0.0534,0.7704,0,0.3271,0.3944,2.0003,0,6.2434,4.1879,20.0152,0,2.06,0.6964,5.5315,0.677,2.7315,0.7234,5.3357,0.9434,16.9375,3.527,34.9817,6.4915,0.1043,0.1887,1.2789,0,0.6915,0.1313,1.0539,0.3191,12.8952,1.8651,18.2171,6.5528,1.4077,2.2156,9.6397,0,0.0105,0.075,0.7704,0,0.553,0.4005,2.0003,0,5.8058,5.002,20.0152,0,2.2202,0.8303,5.5315,0.677,2.9145,0.8655,5.3357,0.9434,16.766,4.7291,34.9817,6.4915,0.107,0.2093,1.2789,0,0.6624,0.1534,1.0305,0.3191,12.3941,2.3309,18.2171,6.5528,0.4905
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,713.78,597.14,55.75,26.7706,0.9775,9.3451,7.4711,0.5619,8.3059,1860.5321,2.129,13.4919,3.5088,9.9831,0,0,0,0,0,0,0.1504,33.694,0.2916,1.8403,0,1.8403,1.6254,364.0859,1.8571,6.3161,0,6.3161,2.371,531.102,0.6956,4.0418,0.7477,3.2941,1.8154,406.6578,0.4266,3.1521,0.9584,2.1937,18.1014,4054.7085,2.3665,22.5017,11.3576,11.1442,0.1304,29.2008,0.1844,0.9279,0,0.9279,0.5319,119.1379,0.1652,0.9743,0.3182,0.6561,12.3473,2765.7859,1.3246,15.1009,9.0243,6.0766,128.25,40.4303,0.9859,13.726,11.9418,0.4572,3.8935,4.1897,13.4919,0,0.0322,0.2644,3.4752,0,0.3376,0.3617,1.8403,0,2.67,2.6319,15.4957,0,1.9913,0.6719,4.0418,0.3819,1.8535,0.5471,3.9516,0.6435,14.7216,3.8742,22.5017,7.5504,0.1176,0.1779,0.9646,0,0.6369,0.1928,1.2055,0.3182,11.2559,2.3065,16.6868,5.5031,0.4853,0.9567,5.2762,0,0.0571,0.3502,3.4752,0,0.4822,0.3441,1.495,0,3.4769,2.8522,15.4957,0,1.698,0.4795,3.6953,0.3819,1.8828,0.6237,3.9516,0.6435,12.1109,2.5746,19.531,7.5504,0.1078,0.1724,0.9646,0,0.7181,0.1724,1.2055,0.3399,10.4129,2.5403,16.6868,5.5031,0.4294
