Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Leukocyte µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	af1deea5-2906-42c4-90f9-4494284ab7e5	Oligodendrocyte	Oligodendrocyte	PathAnnotationObject	Polygon	483.28	680.86	42	23.2293	0.9781	7.9234	6.4846	0.54	5.9802	1010.6583	1.5333	10.1124	2.7685	7.3438	0.0143	2.4227	0.0856	0.7733	0	0.7733	0.0042	0.7099	0.0196	0.1282	0	0.1282	1.4229	240.4748	2.2757	9.2522	0	9.2522	28.5616	4826.9043	8.0264	41.7956	7.2593	34.5363	5.3174	898.642	2.0872	8.8144	0.594	8.2203	13.4752	2277.301	3.4214	19.0764	3.4453	15.6311	0	0.0063	0.0005	0.0063	0	0.0063	0.43	72.6765	0.1367	0.8256	0.1169	0.7086	16.795	2838.3591	3.3241	26.1037	8.1994	17.9043	107.25	36.954	0.9869	12.3011	10.9567	0.4425	2.5808	2.9541	10.1124	0	0.728	2.051	16.5261	0	0.1024	0.2614	1.82	0	3.5914	4.6457	26.0026	0	15.039	12.8753	41.7956	0.5559	3.0078	2.4614	8.8144	0.1278	9.952	5.0921	19.0955	1.2022	0.0062	0.0205	0.1799	0	0.4374	0.2162	1.1894	0.0823	14.7931	6.4397	31.6231	2.6774	0.3712	0.6742	3.5526	0	1.1919	2.5295	16.5261	0	0.1663	0.3198	1.82	0	5.001	5.2195	26.0026	0	6.2493	5.9396	24.6352	0.5559	1.5065	1.201	5.1014	0.1278	7.6619	4.6789	19.0955	1.2022	0.0103	0.0255	0.1799	0	0.4423	0.2551	1.1894	0.0823	13.4918	7.5529	31.6231	2.6774	0.3881	18.1508	114.8952	363.3161	97.1972	151.4215	39.7197	21.9988	0	6	27.6943	25.7984	44.6735	18.153	299.6761	724.1744
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	eac9a31b-987f-4654-9cf2-a2b2146b9501	Negative	Negative	PathAnnotationObject	Polygon	1262.1	681.34	47.25	25.2055	0.9346	8.9514	6.9796	0.6052	4.3862	859.6953	0.8493	6.149	1.8876	4.2615	0.006	1.1735	0.0526	0.5717	0	0.5717	0.0272	5.3296	0.0967	0.6451	0	0.6451	0.5223	102.3658	0.9871	4.7691	0	4.7691	20.7125	4059.6458	7.4283	32.6434	1.8382	30.8052	4.2837	839.6149	1.7226	7.4638	1.0002	6.4636	19.8205	3884.8228	4.2229	28.0768	11.3079	16.7689	0.0003	0.0574	0.002	0.0182	0	0.0182	0.7976	156.3281	0.2308	1.7107	0.508	1.2027	23.3909	4584.6104	7.0578	40.8871	10.4273	30.4598	106.75	37.6133	0.9482	12.762	11	0.4063	2.2007	2.1496	6.149	0	0.5361	1.0759	5.5466	0	0.1694	0.3345	1.9622	0	1.2266	2.305	15.6451	0	11.6567	10.0266	32.6434	0.0952	2.6404	1.9577	7.4638	0.3963	14.8048	6.3348	28.0768	3.5621	0.0203	0.0578	0.4969	0	0.818	0.3186	1.9462	0.2926	18.8394	7.667	40.8871	5.7499	0.3623	0.6992	3.5315	0	0.9821	1.3022	5.5466	0	0.2889	0.4089	1.9622	0	1.819	2.8655	15.6451	0	4.0389	3.3946	19.7253	0.0952	1.2581	0.6131	3.5822	0.3963	10.5856	4.4622	26.0192	3.5621	0.0372	0.0743	0.4969	0	0.8352	0.3766	1.9462	0.2926	15.0107	5.8612	39.6716	5.7499	0.4468	8.6673	179.5852	416.5786	97.4344	39.8602	0	46.2096	14.588	5	19.9854	18.4612	34.254	8.6623	152.7775	246.8776
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	9430a8a1-226b-4ca5-8399-07b941e076de	Oligodendrocyte	Oligodendrocyte	PathAnnotationObject	Polygon	1070.3	682.37	54.75	26.6527	0.9685	8.8352	7.7455	0.4035	4.2906	948.2167	1.0152	7.6165	1.7132	5.9033	0.0018	0.4063	0.0273	0.4063	0	0.4063	0.0291	6.4287	0.1	0.6549	0	0.6549	1.445	319.3523	1.8671	8.8065	0	8.8065	22.2534	4918.0073	7.0592	32.9467	6.0594	26.8874	3.9733	878.0991	1.1692	6.083	1.703	4.38	14.2469	3148.575	1.2508	16.8785	10.6384	6.24	0.0003	0.0742	0.0029	0.0279	0	0.0279	0.7121	157.3793	0.225	1.247	0.402	0.845	18.0483	3988.6836	1.978	22.4896	12.2577	10.232	127.5	40.3274	0.9852	13.2164	12.0208	0.3705	2.0035	2.1417	7.6165	0	0.1039	0.3061	1.9927	0	0.1416	0.3127	2.3728	0	1.3262	1.7445	10.3859	0	13.0149	10.1351	32.9467	0.8228	2.7459	1.4934	6.083	0.5713	12.3298	3.06	18.3768	4.4159	0.0101	0.0355	0.3635	0	0.7645	0.23	1.3959	0.3366	16.5607	3.2939	23.1102	8.5524	0.2666	0.536	2.6175	0	0.1813	0.388	1.9927	0	0.227	0.3843	2.3728	0	1.2359	1.6429	10.3859	0	5.9987	5.3624	24.9085	0.8228	1.8137	0.9341	5.6014	0.5713	10.8737	3.2225	18.3768	4.4159	0.0175	0.0457	0.3635	0	0.8043	0.2262	1.3959	0.3366	15.4309	3.6307	23.1102	8.5524	0.4252	15.5996	91.3144	225.3824	65.7078	47.8559	58.7463	40.4335	0	6	34.5402	39.1398	41.3361	15.592	392.5768	626.1017
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	437b18a5-5a5a-4b06-88d7-c836861821e3	Glioma	Glioma	PathAnnotationObject	Polygon	1111.2	681.95	47	28.9223	0.7061	10.2336	5.5924	0.8463	2.3577	438.5372	0.7541	4.2399	0.706	3.5339	0	0	0	0	0	0	0.0089	1.6532	0.0376	0.2562	0	0.2562	0	0	0	0	0	0	0.603	112.1546	0.2739	1.5158	0.0273	1.4886	1.4543	270.4963	0.2348	2.3518	0.8991	1.4527	20.0755	3734.0493	3.4957	27.8897	12.0686	15.8211	0.0813	15.1136	0.1466	0.7583	0	0.7583	0.6138	114.1731	0.1711	1.0528	0.34	0.7128	13.5393	2518.3103	1.9604	18.1749	8.5316	9.6433	123.75	41.7335	0.8929	14.7063	10.1416	0.7132	1.0106	1.19	4.2399	0	0.0911	0.3745	3.4768	0	0.0561	0.1679	1.3275	0	0.1181	0.3852	2.3101	0	0.7648	0.4727	3.5358	0.0273	1.3488	0.2992	2.3518	0.5464	16.8064	6.6963	31.8515	5.1515	0.0742	0.1506	1.0402	0	0.7049	0.2147	1.294	0.2894	13.2436	2.9166	23.1169	6.9632	0.197	0.4097	1.9633	0	0.1461	0.4661	3.4768	0	0.0846	0.2056	1.3275	0	0.1894	0.474	2.3101	0	0.8625	0.5368	3.5358	0.1529	1.2852	0.3159	2.272	0.5464	14.8321	7.366	31.8515	5.1515	0.07	0.1531	1.0402	0	0.76	0.2198	1.294	0.2894	13.0651	3.3555	23.1169	6.9632	0.3738	0	85.4556	266.0987	54.0924	47.647	72.6539	46.067	37.7739	6	34.8639	39.3059	46.5307	17.0446	417.9562	625.7405
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	a6385a39-a318-462d-ab63-405679cd5963	Glioma	Glioma	PathAnnotationObject	Polygon	396.01	683.63	72.25	32.8088	0.8435	12.2891	8.3168	0.7399	3.9937	1166.1503	0.8206	6.2405	1.6155	4.625	0	0	0	0	0	0	0.0025	0.7301	0.0221	0.322	0	0.322	0.5212	152.196	1.0044	4.3666	0	4.3666	1.8701	546.058	0.6356	3.968	0.6866	3.2814	1.1212	327.3782	0.2661	1.914	0.4129	1.5011	17.7016	5168.8633	3.4776	25.8131	10.9048	14.9083	0.0171	5.0062	0.0618	0.508	0	0.508	0.5696	166.3173	0.1469	1.0892	0.3579	0.7313	11.735	3426.6252	2.4106	19.409	7.4419	11.9671	144.75	46.2643	0.8498	16.8535	12.1022	0.7153	2.2183	1.9848	6.2405	0	0.0086	0.0599	0.5826	0	0.0681	0.2068	1.8006	0	0.7119	1.1048	5.8842	0	1.6944	0.7291	4.2502	0.26	1.1014	0.2884	2.0763	0.4129	16.0331	4.9396	26.8611	4.1606	0.0193	0.062	0.508	0	0.5974	0.1861	1.1354	0.2324	12.066	2.9233	20.8811	4.8763	0.412	0.8854	4.0194	0	0.0174	0.0843	0.5826	0	0.1348	0.2777	1.8006	0	0.906	1.1684	5.8842	0	1.5157	0.7744	4.2502	0.26	1.0814	0.3086	2.0763	0.4143	14.3355	5.5922	26.8611	4.1606	0.0215	0.0622	0.4334	0	0.6257	0.2155	1.1354	0.2324	12.4028	3.3365	20.8811	4.8763	0.4988	0	140.5801	450.4771	146.2153	108.4786	82.8714	98.3984	21.5934	5	22.8315	21.593	34.9247	10.447	233.5131	483.4231
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	cc1e2619-2417-4ff7-86bf-ea8b799d60ad	Negative	Negative	PathAnnotationObject	Polygon	1227.7	684.25	43	23.6755	0.964	7.818	7.2351	0.3366	5.9965	1067.3726	1.436	8.6049	2.4255	6.1794	0.0042	0.7513	0.0401	0.4263	0	0.4263	0.0404	7.1906	0.1408	1.1347	0	1.1347	1.1655	207.4566	1.4694	6.4223	0	6.4223	22.4578	3997.4949	8.0561	34.4841	3.3069	31.1772	3.6141	643.317	1.2382	5.6609	1.0004	4.6605	15.9062	2831.3069	2.545	23.5177	8.5554	14.9623	0.001	0.1792	0.0082	0.0959	0	0.0959	0.7559	134.5421	0.2448	1.3355	0.3705	0.965	22.8078	4059.7969	3.669	33.1012	12.9778	20.1234	110.5	37.4615	0.9895	12.2056	11.5	0.2316	2.5684	2.983	8.6049	0	0.441	1.0735	8.012	0	0.1854	0.3015	1.7358	0	1.4826	2.2178	12.1009	0	11.658	10.664	34.4841	0.5659	2.3744	1.4449	5.6609	0.1847	13.8093	5.2885	27.7118	3.742	0.0112	0.0363	0.3182	0	0.901	0.3794	2.1304	0.3154	18.9619	6.6834	35.6737	5.3451	0.2916	0.6527	3.0631	0	0.7311	1.3069	8.012	0	0.2817	0.3392	1.7358	0	1.6933	2.5797	12.1009	0	4.485	4.1362	20.5443	0.5659	1.551	0.8706	4.8892	0.1847	12.4166	6.119	27.7118	3.742	0.018	0.0451	0.3182	0	0.9973	0.4205	2.1304	0.3154	16.4075	7.008	35.6737	5.3451	0.3924	26.0763	149.0846	382.3342	97.8909	73.9407	0	13.5748	39.2817	9	37.482	34.4402	59.7964	13.5715	407.3969	1275.5007
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	8c3ca5e4-c23c-4f28-ae55-e9be44610838	Glioma	Glioma	PathAnnotationObject	Polygon	360.98	684.41	26.5	21.2828	0.7352	7.7297	5.0555	0.7868	3.9254	427.8716	1.5487	6.5406	1.1489	5.3917	0	0	0	0	0	0	0.0171	1.8684	0.0716	0.454	0	0.454	7.2327	788.3659	2.6332	13.661	1.9049	11.7561	10.7676	1173.6716	5.6995	20.0744	1.5861	18.4882	2.9537	321.9552	1.0806	4.5249	0.8276	3.6972	25.4373	2772.6685	4.849	34.9097	12.3974	22.5124	0.0137	1.4946	0.0403	0.211	0	0.211	0.5785	63.0565	0.1251	0.8281	0.3984	0.4297	16.5141	1800.0408	2.6107	21.2109	9.5289	11.682	83.25	33.7092	0.9207	12.2708	9.5038	0.6413	1.4109	1.9956	6.5406	0	0	0	0	0	0.1137	0.2858	1.9947	0	8.2559	3.7243	16.5074	0.9571	6.6159	5.0377	20.0744	0.6923	2.5178	0.985	4.5249	0.585	24.4216	6.6455	37.7859	6.2184	0.0113	0.0328	0.211	0	0.6737	0.1731	1.0825	0.3801	17.3382	3.5974	24.1081	6.9694	0.1981	0.4686	2.5605	0	0	0	0	0	0.1603	0.3348	1.9947	0	8.7494	4.0633	16.5074	0.9571	4.6134	3.1149	15.1912	0.6923	2.3076	0.8621	4.0301	0.585	23.9317	7.3164	37.7859	6.2184	0.0101	0.0285	0.1636	0	0.7196	0.1745	1.0825	0.3801	17.7356	3.9308	24.1081	6.9694	0.3177	0	114.1124	485.3243	118.8025	107.9694	81.1322	78.261	19.7803	8	27.3026	25.2433	42.3865	10.5175	241.337	483.4231
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	e9a8f564-8aee-482e-93c2-ea823e056af1	Oligodendrocyte	Oligodendrocyte	PathAnnotationObject	Polygon	1153.1	684.28	31	20.386	0.9374	7.2731	5.6375	0.6631	3.6571	460.7939	0.8129	5.6775	1.6101	4.0673	0.0434	5.4648	0.2224	1.8933	0	1.8933	0	0	0	0	0	0	1.2835	161.7185	1.7118	6.3728	0	6.3728	31.1523	3925.1929	4.8853	38.1542	19.8406	18.3135	5.8419	736.0792	1.507	8.3494	2.2767	6.0727	14.5391	1831.927	1.9652	21.2068	10.7272	10.4796	0	0	0	0	0	0	0.5957	75.0519	0.1985	1.305	0.369	0.936	25.6065	3226.4236	3.6976	39.4084	19.8567	19.5517	74.75	32.227	0.9044	11.8217	7.8274	0.7166	1.7176	1.8028	5.6775	0	2.0756	3.5543	23.0328	0	0.0723	0.2833	1.962	0	3.9308	4.2516	22.5639	0	19.469	12.1949	38.1542	1.1879	3.6518	2.369	8.3494	0.4586	12.5604	3.5204	21.5598	4.6307	0.0094	0.0319	0.232	0	0.6884	0.3124	1.7051	0.3309	25.3503	8.0164	48.6761	8.5068	0.329	0.6859	3.0942	0	3.5304	4.0733	23.0328	0	0.1241	0.3627	1.962	0	5.826	4.5099	22.5639	0	11.1047	8.3728	32.3187	1.1879	2.0839	1.451	7.2749	0.4586	11.1438	3.7041	21.5598	4.6307	0.0162	0.0404	0.232	0	0.7548	0.3593	1.7051	0.3309	25.1669	10.0342	48.6761	8.5068	0.415	8.8451	96.9882	308.2612	57.5099	77.1954	74.2006	8.9461	0	4	13.8196	9.9278	26.5791	8.8438	78.3327	134.2787
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	88021c60-c1bc-45f7-a8c5-fdfd28bae1a0	Astrocyte	Astrocyte	PathAnnotationObject	Polygon	1301.8	684.21	33.25	21.5674	0.8983	7.6479	6.0101	0.6347	1.9567	268.0686	0.4987	2.9551	0.9056	2.0495	0	0	0	0	0	0	0.0158	2.1688	0.0627	0.4537	0	0.4537	0.0865	11.8457	0.266	1.6753	0	1.6753	1.3157	180.2499	0.3631	2.0241	0.4178	1.6062	1.2603	172.6626	0.2695	1.8698	0.6618	1.208	15.4424	2115.6028	2.6151	21.8714	9.7363	12.1351	0.0155	2.1212	0.0427	0.2778	0	0.2778	1.5441	211.5357	0.1185	1.7943	1.2904	0.5039	14.3457	1965.3595	1.2265	17.2189	10.6033	6.6156	88.75	34.664	0.9282	12.07	9.7349	0.5822	0.8484	0.9641	2.9551	0	0.1015	0.3468	2.3243	0	0.0198	0.07	0.5699	0	0.0651	0.2151	1.6753	0	1.0305	0.4217	2.0241	0.1918	1.1303	0.3231	1.8698	0.394	13.7664	4.541	26.6651	5.383	0.0229	0.0552	0.3346	0	1.4507	0.232	1.8416	0.684	13.1626	2.4898	18.3971	6.3416	0.155	0.3217	1.4333	0	0.1651	0.4305	2.3243	0	0.0222	0.0742	0.5699	0	0.0518	0.1753	1.4576	0	0.8521	0.3525	1.917	0.1918	1.049	0.3276	1.8219	0.394	12.7179	5.1423	26.6651	5.383	0.0275	0.0614	0.3346	0	1.3924	0.2645	1.8416	0.684	12.4225	2.7797	18.3971	6.3416	0.371	21.997	214.354	456.1872	106.2701	0	33.3846	49.4556	20.7652	6	32.3395	30.6866	49.7356	11.47	437.0916	1047.9352
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	4ca8d869-5da8-4ab8-b2b2-6e557ea8771f	Glioma	Glioma	PathAnnotationObject	Polygon	327.73	687.51	83.25	33.8791	0.9114	11.5529	9.7263	0.5817	4.1893	1420.1852	1.1041	8.5033	1.5662	6.9371	0	0	0	0	0	0	0.0054	1.8158	0.0358	0.4337	0	0.4337	0.026	8.8086	0.1844	1.973	0	1.973	1.0328	350.1051	0.4528	3.2947	0.3896	2.905	1.1926	404.2792	0.2606	2.275	0.6979	1.5772	21.3647	7242.6416	3.4566	37.2845	9.753	27.5315	0.0808	27.3927	0.1673	1.0217	0	1.0217	0.5301	179.6975	0.1377	1.0288	0.3158	0.713	11.0216	3736.3091	2.2562	19.2041	7.7974	11.4067	173.25	47.526	0.9639	16.1074	14	0.4831	2.1861	2.1448	8.5033	0	0.1001	0.4892	6.2759	0	0.0527	0.14	1.0198	0	0.2946	0.8902	6.7705	0	1.0796	0.5078	3.5702	0.1178	1.0791	0.3753	2.275	0.0371	17.6346	7.3382	40.8718	2.8079	0.074	0.1539	1.0217	0	0.5408	0.194	1.1329	0.0996	11.1565	2.8175	20.2687	3.5638	0.2732	0.5733	2.5388	0	0.1958	0.6706	6.2759	0	0.0979	0.1816	1.0198	0	0.5512	1.1763	6.7705	0	1.1243	0.5521	3.5702	0.1178	0.9707	0.4322	2.272	0.0371	14.0727	8.244	40.8718	2.8079	0.0675	0.1399	0.783	0	0.551	0.2352	1.1329	0.0996	11.2854	3.2628	20.2687	3.5638	0.4852	0	92.516	518.4346	95.6867	115.822	67.2648	59.0946	17.9284	5	30.0403	26.4578	49.6023	16.3699	421.8657	938.9696
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	300a3cfb-f66c-461c-97bd-b087aa425d01	Negative	Negative	PathAnnotationObject	Polygon	522.68	685.68	45.75	24.5337	0.9552	8.4954	6.9318	0.5624	4.0324	745.9951	0.8829	6.6002	1.6772	4.9229	0	0	0	0	0	0	0.0202	3.7426	0.0987	0.8887	0	0.8887	1.2834	237.4287	2.3512	10.5552	0	10.5552	27.0581	5005.7432	4.5469	35.2613	14.7885	20.4728	4.8737	901.6415	1.0736	6.6825	2.7594	3.9232	16.2364	3003.7407	1.8299	20.5163	10.948	9.5683	0	0	0	0	0	0	0.4297	79.4865	0.1236	0.8088	0.2538	0.555	18.1	3348.5078	2.4226	25.4682	13.0885	12.3797	113	38.1301	0.9767	12.9577	11.3137	0.4585	1.7259	2.0191	6.6002	0	0.4349	1.5453	10.6027	0	0.1292	0.2451	1.3158	0	5.0931	6.416	28.0495	0	15.371	10.9371	35.2613	0	3.1083	1.7419	6.6825	0.2149	13.2673	4.7445	24.7943	2.6571	0.0025	0.0165	0.2053	0	0.5057	0.2148	1.3604	0.1738	17.4861	5.0156	34.4183	4.548	0.1397	0.3974	1.8744	0	0.734	1.9534	10.6027	0	0.2042	0.2846	1.3158	0	7.7131	6.9913	28.0495	0	7.3334	5.373	22.6092	0	1.8942	0.8403	4.0586	0.2149	11.2253	5.0476	24.7943	2.6571	0.0042	0.0213	0.2053	0	0.5581	0.2465	1.3604	0.1738	17.0639	6.1687	34.4183	4.548	0.4055	23.056	88.0031	323.6888	60.87	136.5893	0	18.3887	39.7197	8	38.2599	40.0889	51.8116	18.393	494.0892	991.637
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	e887683c-35e1-498b-882e-c2118b18b77e	Glioma	Glioma	PathAnnotationObject	Polygon	466.63	688.22	122.25	39.8436	0.9677	13.3752	12.0208	0.2949	4.8842	2398.1465	1.1505	8.9395	2.1816	6.7578	0.0143	7.0083	0.1426	2.2782	0	2.2782	0.0046	2.2764	0.035	0.4003	0	0.4003	0.2499	122.6851	1.2393	14.7727	0	14.7727	2.0461	1004.6118	0.5137	3.6961	0.756	2.9401	1.5167	744.7135	0.2937	2.5736	0.8413	1.7323	28.2921	13891.4365	4.179	39.7841	11.2667	28.5174	0.0253	12.4312	0.0907	1.0022	0	1.0022	0.339	166.4279	0.0726	0.6392	0.2235	0.4158	14.2435	6993.5342	3.4816	29.8634	9.5886	20.2749	218.5	53.3685	0.964	17.6967	16.2635	0.2651	2.8963	2.4506	8.9395	0	0.7435	2.1005	13.659	0	0.0529	0.1757	1.8674	0	1.5026	3.1892	20.3502	0	1.7275	0.793	3.8123	0	1.2946	0.4317	2.5736	0.2587	21.003	9.6403	39.7841	2.9454	0.0249	0.0802	1.0022	0	0.3522	0.0938	0.6948	0.1426	14.5695	4.3753	30.6132	5.3116	0.3677	0.7278	3.4828	0	1.6711	2.9108	13.659	0	0.1142	0.249	1.8674	0	3.0961	4.0793	20.3502	0	1.3223	0.8949	3.8123	0	1.0119	0.4138	2.35	0.2587	11.731	5.9396	27.7431	2.9454	0.0244	0.0645	0.4729	0	0.3691	0.1132	0.6948	0.1426	14.9843	5.2747	30.6132	5.3116	0.556	0.01	132.863	379.5759	115.0076	134.9245	56.0976	39.4747	15.1867	5	28.3519	22.0266	52.2963	15.1835	368.2498	878.6194
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	dfd0fe7d-71b8-4a2a-b078-ea57cf117579	Glioma	Glioma	PathAnnotationObject	Polygon	1193.4	687.77	33.25	23.8563	0.7342	9.4383	5.1983	0.8259	2.2092	300.4493	0.964	5.491	0.6173	4.8737	0.0241	3.2749	0.117	0.7197	0	0.7197	0.0298	4.053	0.0878	0.5956	0	0.5956	0	0	0	0	0	0	0.9567	130.105	0.5307	2.5015	0.0904	2.4111	1.4421	196.1242	0.4482	2.6327	0.3109	2.3218	17.9011	2434.5564	6.6259	33.7723	3.3615	30.4108	0.0057	0.7772	0.0238	0.1945	0	0.1945	0.944	128.3891	0.2428	1.2202	0.2868	0.9334	12.0915	1644.4406	2.7537	17.4734	3.9755	13.498	89.75	36.1676	0.8622	13.6462	9.4836	0.6769	1.0708	1.1871	5.491	0	0.0803	0.2056	1.0158	0	0.0318	0.0874	0.6255	0	0.0082	0.0642	0.883	0	0.8895	0.6269	3.0693	0.0904	1.2922	0.6126	2.7231	0.0758	15.9541	9.7357	41.7988	2.6527	0.0208	0.0545	0.4256	0	0.8453	0.3494	1.585	0.2167	11.5451	4.0216	22.3007	3.9444	0.3827	0.6651	2.7583	0	0.1143	0.2379	1.0158	0	0.033	0.0873	0.6255	0	0.0131	0.081	0.883	0	0.8488	0.6764	3.0693	0.1105	1.2016	0.6784	2.7231	0.0758	14.7772	11.0535	41.7988	2.6527	0.0298	0.065	0.4256	0	0.7856	0.3888	1.585	0.2167	11.2148	4.5969	22.3007	3.9444	0.3662	0	120.0235	347.9272	82.4355	91.103	34.4389	24.477	40.0429	7	21.9856	20.2825	34.4402	9.5719	148.0841	435.0397
