Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	0679bb2f-0c22-4b67-8b20-f8948e13633f	Glioma	Glioma	PathAnnotationObject	Polygon	673.54	799.81	13	13.9721	0.8368	5.2433	3.3541	0.752	1.8966	110.0023	0.6873	3.1979	0.3536	2.8442	0.0555	3.218	0.1685	0.8426	0	0.8426	0.3898	22.6095	0.2246	1.273	0.0505	1.2225	1.803	104.5769	1.0677	4.179	0.1424	4.0366	1.6928	98.1821	0.2999	2.4215	1.1761	1.2454	1.2889	74.7584	0.2393	1.7317	0.7301	1.0015	13.8281	802.0274	1.5232	16.7297	10.1126	6.617	0.5277	30.6051	0.2608	1.2092	0.0448	1.1644	0.6089	35.3164	0.0799	0.751	0.409	0.342	13.3394	773.6835	2.8784	19.2561	8.9879	10.2682	46.25	25.6921	0.8805	9.4485	6.6815	0.6361	0.6923	0.9329	3.1979	0	0.0191	0.0982	0.8426	0	0.4167	0.275	1.7049	0	1.4747	1.2728	5.91	0	1.6487	0.3431	2.4409	0.718	1.2446	0.3027	1.9966	0.5255	13.8322	2.5565	19.3638	7.5199	0.5659	0.411	1.9846	0	0.5813	0.1008	0.8695	0.2985	11.6101	2.4029	19.2561	7.3664	0.1508	0.3186	1.8611	0	0.0028	0.0227	0.221	0	0.4287	0.2949	1.7049	0	1.3271	1.3325	5.91	0	1.6288	0.3601	2.4409	0.718	1.2247	0.3261	1.9966	0.5255	13.8341	2.9093	19.3638	7.5199	0.5831	0.4629	1.9846	0	0.5689	0.1069	0.8695	0.2985	10.8326	1.6543	14.8889	7.3664	0.2973	0	76.1362	66.73	35.8142	9.6617	33.5187	51.4279	5	16.2039	16.7251	26.9214	7.4321	115.0111	246.9981
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	9ad107c5-f68b-45b4-a93e-ab9176b5f249	Glioma	Glioma	PathAnnotationObject	Polygon	1389.3	801.47	53.5	26.9141	0.9281	9.5995	7.8701	0.5061	10.3489	2256.0635	3.7684	22.9664	3.8547	19.1116	0.1818	39.6341	0.685	5.1153	0	5.1153	0.0023	0.504	0.0171	0.1655	0	0.1655	1.5564	339.2942	1.7392	11.0232	0	11.0232	2.1357	465.574	0.4552	3.2532	0.8784	2.3748	1.6353	356.4979	0.4771	3.0785	0.9367	2.1418	18.0391	3932.5261	1.6145	22.1141	12.821	9.2931	0.3933	85.7329	0.2672	1.3458	0	1.3458	0.7173	156.3793	0.1753	1.2912	0.4277	0.8635	17.2909	3769.4136	3.9879	30.7197	12.4178	18.3019	126.25	40.3663	0.9737	13.9916	12	0.4313	4.891	5.4488	22.9664	0	0.357	1.0171	7.4961	0	0.0396	0.0918	0.4626	0	2.6559	2.5582	13.1229	0	1.9453	0.5079	3.2532	0.8096	1.6548	0.4893	3.1398	0.599	15.1027	4.1175	22.1141	5.0107	0.3256	0.252	1.3458	0	0.7439	0.1819	1.3011	0.2827	15.807	4.5625	30.8546	6.7209	0.7881	1.4356	6.6261	0	0.4887	1.1924	7.4961	0	0.0675	0.1129	0.4626	0	3.4824	2.759	13.1229	0.071	1.8022	0.499	3.1415	0.8096	1.6694	0.4986	3.1398	0.599	12.8954	4.0487	21.0737	5.0107	0.2748	0.2275	1.2314	0	0.7639	0.1846	1.3011	0.2827	14.6915	4.6548	30.8546	6.7209	0.4294	0	110.5582	43.2416	38.9055	40.36	50.9197	11.6778	4	17.1251	15.2276	26.3637	11.6815	139.4487	225.5708
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	7880676d-9961-4641-842e-44cfc4a823a2	Glioma	Glioma	PathAnnotationObject	Polygon	717.17	802.59	69.5	30.7494	0.9237	10.7482	8.3828	0.6343	6.8874	1921.5858	2.5469	14.8972	1.8201	13.0772	0	0	0	0	0	0	0.0248	6.9163	0.1004	0.7917	0	0.7917	0	0	0	0	0	0	1.4943	416.9122	0.5389	3.1611	0.6464	2.5146	1.1338	316.3359	0.3562	2.3152	0.2753	2.0399	20.8323	5812.2236	4.5174	29.8994	10.5152	19.3842	0.6191	172.7403	0.3639	1.7809	0	1.7809	0.2693	75.129	0.0801	0.503	0.1254	0.3776	10.3232	2880.1609	2.2663	17.2215	6.0471	11.1744	136.75	44.1873	0.8801	15.2059	11.4344	0.671	3.6938	3.7763	14.8972	0	0.0006	0.0098	0.2172	0	0.1389	0.244	1.2979	0	0.3512	0.9609	5.4726	0	1.6433	0.5265	3.5976	0.6416	1.2695	0.4134	3.1424	0.2753	19.9371	4.9753	31.0112	8.7378	0.5076	0.3688	1.7809	0	0.3961	0.1612	0.8638	0.1254	10.6078	2.303	18.7434	5.994	0.418	1.008	5.8527	0	0.0012	0.0139	0.2172	0	0.256	0.2887	1.2979	0	0.7115	1.2715	5.4726	0	1.7961	0.4673	3.5976	0.6416	1.4087	0.4223	3.1424	0.538	19.0189	5.2568	31.0112	8.7378	0.3933	0.3379	1.6298	0	0.5261	0.1123	0.8638	0.311	10.8998	2.3079	18.7434	5.994	0.5072	0	110.4361	81.1433	49.0676	19.7996	22.9331	51.624	6	17.7846	19.0915	25.2578	7.82	118.9329	241.8519
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	29ad953a-5162-4cfa-bdad-68b01ae1cc19	Glioma	Glioma	PathAnnotationObject	Polygon	1294.9	800.88	44	25.2654	0.8662	8.7146	6.6964	0.6085	2.6863	472.7893	0.7918	5.1635	0.9496	4.2139	0	0	0	0	0	0	0.0302	5.3159	0.0826	0.4583	0	0.4583	0.2315	40.7402	0.654	5.4904	0	5.4904	1.9186	337.6792	0.4338	2.9762	1.1593	1.8169	1.325	233.1956	0.2547	2.4191	0.865	1.5541	19.0673	3355.8396	2.4595	27.2468	14.732	12.5148	0.9188	161.7026	0.3511	1.872	0.2107	1.6612	0.4432	78.0085	0.0978	0.7483	0.2928	0.4555	11.441	2013.6178	1.9056	19.3929	8.8463	10.5465	100.75	38.3376	0.8614	13.0472	10.2179	0.6525	1.3506	1.3952	5.1635	0	0	0	0	0	0.1122	0.1774	1.2041	0	1.1009	1.3888	5.6446	0	1.8333	0.4766	3.1462	0.8615	1.4825	0.3337	2.681	0.865	17.4326	3.3773	27.2468	9.6154	0.7498	0.3866	1.872	0.0057	0.5419	0.1339	0.845	0.2928	11.4788	1.9035	19.3929	7.8484	0.3241	0.7298	3.8947	0	0	0	0	0	0.1752	0.2034	1.2041	0	1.769	1.4344	5.6446	0	1.7678	0.4982	3.1462	0.8615	1.6036	0.3372	2.681	1.0257	16.1763	3.4525	26.0474	9.6154	0.62	0.3624	1.84	0.0057	0.6178	0.1055	0.845	0.3573	11.5079	1.9055	17.6726	7.8484	0.428	0	74.8251	39.7527	57.9109	15.2357	17.4682	9.2987	5	12.0548	9.7458	18.1462	7.8414	61.4621	72.727
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	d9459671-f0ed-45ac-a555-3569eaabef10	Glioma	Glioma	PathAnnotationObject	Polygon	516.69	802.08	47.25	25.3444	0.9244	8.9406	7.0471	0.5927	7.8807	1520.9727	2.1471	14.3072	3.1305	11.1767	0	0	0	0	0	0	0.0301	5.8134	0.1	0.6712	0	0.6712	0.6656	128.4601	1.0277	4.0468	0	4.0468	1.7578	339.2589	0.4017	3.1341	0.8595	2.2746	1.3671	263.8572	0.3221	2.6869	0.8687	1.8182	17.0272	3286.2419	1.8129	21.2725	10.672	10.6005	0.3382	65.2728	0.2638	1.2308	0	1.2308	0.534	103.0563	0.1047	0.7805	0.3315	0.449	11.2034	2162.2542	0.9429	14.0521	8.3887	5.6633	110.75	38.3494	0.9463	13.3256	10.7887	0.5818	3.8142	3.9228	14.3072	0	0.0013	0.0193	0.3384	0	0.1418	0.2157	1.0436	0	1.5051	1.579	7.0744	0	1.5746	0.4564	3.1341	0.5218	1.4641	0.3979	2.6869	0.5078	15.0867	3.0254	21.2725	6.0433	0.3099	0.2553	1.2308	0	0.5656	0.1224	0.8911	0.3112	10.4705	1.4232	14.0521	5.7786	0.7122	1.156	4.7141	0	0.0022	0.0256	0.3384	0	0.227	0.2401	1.0436	0	2.1455	1.6268	7.0744	0	1.4348	0.4466	2.8179	0.5218	1.538	0.4334	2.6425	0.5078	13.6064	2.9284	19.552	6.0433	0.2884	0.2471	1.1013	0	0.5898	0.1294	0.8911	0.3112	9.9114	1.4745	13.8974	5.7786	0.4234	0	102.1717	65.649	33.2668	53.1662	31.2855	69.5777	8	21.3271	19.6884	33.2775	10.325	170.4042	340.5022
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	f04eb71c-e75d-4e63-9bb9-a7ea43e8533b	Negative	Negative	PathAnnotationObject	Polygon	1140.2	800.6	18	15.7765	0.9088	5.6158	4.2427	0.5759	2.3178	178.4693	0.7268	4.0972	0.7106	3.3866	0.0541	4.1638	0.1871	0.9697	0	0.9697	0.022	1.6958	0.0477	0.2343	0	0.2343	1.5038	115.796	0.9828	3.7008	0.0413	3.6595	1.3593	104.6666	0.251	2.1138	0.8809	1.233	1.879	144.6805	0.5917	3.3321	0.9137	2.4184	11.9943	923.5576	2.2288	16.6512	7.7815	8.8697	0.4308	33.1697	0.2265	1.1861	0	1.1861	0.6189	47.658	0.1279	0.9272	0.3987	0.5285	12.117	933.0061	1.9867	16.5731	8.3212	8.252	62.25	28.7437	0.9468	9.4928	8.4853	0.1371	0.7788	1.1196	4.0972	0	0.178	0.434	2.3958	0	0.0737	0.0987	0.4211	0	2.1256	1.1216	6.2172	0.0413	1.2802	0.2833	2.1773	0.6874	2.0263	0.5993	3.6595	0.9137	11.8949	2.6538	19.3234	6.4836	0.4309	0.2325	1.1993	0	0.6575	0.1316	0.9946	0.3974	11.6513	2.2734	17.1536	6.8136	0.0978	0.2426	1.1786	0	0.2329	0.4969	2.3958	0	0.0965	0.1065	0.4211	0	2.4008	1.0702	6.2172	0.0991	1.2452	0.2903	2.1773	0.6874	2.0915	0.5927	3.6595	1.1346	11.851	2.8264	19.3234	6.4836	0.4309	0.2358	1.1993	0	0.6746	0.13	0.9946	0.3974	11.4453	2.3654	17.1536	6.8136	0.2911	15.3874	79.6378	63.012	14.6587	0	29.72	34.3841	4	14.7708	15.0219	22.031	7.0082	96.2289	161.5638
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	8003d806-3c5c-42a7-a7e6-8d3764d0540f	TAMM	TAMM	PathAnnotationObject	Polygon	891.55	801.62	34	21.3528	0.9371	7.8257	5.5314	0.6883	5.1354	708.6819	1.5108	9.5381	1.919	7.6191	7.3922	1020.1207	2.6032	13.2602	2.513	10.7472	0.0091	1.2592	0.0395	0.2935	0	0.2935	6.5281	900.8818	2.1801	13.4646	3.1674	10.2972	1.5618	215.5276	0.5675	2.5684	0.1039	2.4645	1.2855	177.4003	0.2866	2.0694	0.796	1.2734	7.9245	1093.5801	1.8207	13.6235	5.1639	8.4596	0.1917	26.4512	0.145	0.6206	0	0.6206	0.512	70.6527	0.0813	0.6531	0.3403	0.3128	20.8445	2876.5356	2.1937	27.2065	13.1159	14.0906	95.25	35.094	0.9719	12.2972	9.8708	0.566	1.9787	2.5759	9.5381	0	4.2935	3.4863	13.2602	0	0.1046	0.1843	0.8721	0	7.9324	4.0357	22.9838	1.79	1.5586	0.5521	2.7763	0	1.5332	0.4448	3.1874	0.7653	8.831	2.3459	20.132	4.986	0.1672	0.1496	0.711	0	0.5893	0.1126	0.8603	0.3403	18.1756	3.8698	27.42	9.2578	0.1934	0.5072	2.5557	0	2.541	2.5883	11.2008	0	0.1586	0.2104	0.8721	0	8.7266	4.5939	22.9838	1.79	1.5568	0.5443	2.7763	0	1.6732	0.4576	3.1874	0.7653	9.3437	2.4553	20.132	4.986	0.1534	0.1507	0.711	0	0.6331	0.104	0.8603	0.3544	16.6662	3.7993	27.42	9.2578	0.3539	13.3154	56.8733	52.4485	33.4267	18.5823	0.01	74.4172	7	21.7998	23.1937	25.8419	13.3227	183.9507	291.6771
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	0f9945c8-9785-4a18-878e-cc39f8fa53a4	Glioma	Glioma	PathAnnotationObject	Polygon	914.53	805.88	112.5	45.7209	0.6763	16.0365	9.6447	0.8442	7.685	3473.6089	2.3445	15.3076	2.6736	12.634	0	0	0	0	0	0	0.0273	12.3555	0.0844	0.7792	0	0.7792	0.0867	39.1796	0.3494	2.7271	0	2.7271	1.8771	848.4306	0.4531	3.2314	0.8546	2.3767	1.1869	536.4611	0.282	2.0793	0.6035	1.4758	19.5371	8830.748	3.2243	27.6239	9.1701	18.4538	0.3888	175.7589	0.2918	1.8014	0	1.8014	0.4308	194.7095	0.1566	0.8394	0.1796	0.6598	11.3927	5149.4956	1.557	15.2905	8.1315	7.159	227.25	57.5798	0.8613	20.5373	14.1866	0.759	4.1429	4.0032	15.3076	0	0.0507	0.5689	9.7895	0	0.1551	0.2349	1.3118	0	0.4294	0.8744	8.0631	0	1.9072	0.5306	3.3503	0.7533	1.2164	0.3346	2.3941	0.3608	18.0192	4.9377	27.6377	4.5365	0.3008	0.2715	1.8014	0	0.4992	0.1529	0.8394	0.1796	11.11	2.2627	17.101	4.7935	0.6396	1.3182	6.5509	0	0.1008	0.7996	9.7895	0	0.2815	0.2658	1.3118	0	0.7684	1.0817	8.0631	0	1.9371	0.5964	3.3503	0.7533	1.2456	0.3775	2.3941	0.3608	16.518	5.8072	27.6377	4.5365	0.2137	0.2175	1.2491	0	0.567	0.1142	0.8098	0.2936	10.8304	2.764	17.101	4.7935	0.4908	0.0141	49.5517	47.4975	55.6166	21.7407	23.1893	67.0812	7	26.2347	23.1937	41.0073	15.9035	256.942	416.2374
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	881917b1-895d-4adc-88a0-ecb47a02533f	Glioma	Glioma	PathAnnotationObject	Polygon	1081.7	801.44	33.75	22.4708	0.8399	8.2795	6.0998	0.705	6.1949	873.4851	2.8604	15.5093	2.0356	13.4737	0.0022	0.3068	0.0189	0.2193	0	0.2193	0.0087	1.2291	0.033	0.1726	0	0.1726	2.3215	327.337	1.2886	5.9172	0.1107	5.8065	1.5078	212.6066	0.2769	2.1996	0.6668	1.5328	1.8189	256.4635	0.3663	3.1358	1.1776	1.9583	15.6941	2212.8623	1.6763	19.9617	13.0067	6.955	0.6445	90.8698	0.2838	1.5027	0.0326	1.4701	0.5726	80.7366	0.0812	0.7878	0.4042	0.3837	14.27	2012.0653	1.319	19.0364	11.5552	7.4813	98.25	36.3195	0.936	12.7301	10.4991	0.5662	2.5198	3.303	15.5093	0	0.1434	0.4806	3.1743	0	0.0357	0.0931	0.6234	0	2.3712	1.3545	6.8255	0.0186	1.4037	0.3234	2.4213	0.5837	1.7494	0.3982	3.2474	0.9293	14.1602	2.5543	19.9617	7.6006	0.5306	0.28	1.5027	0	0.6338	0.1067	1.0079	0.4042	13.457	2.4356	19.9497	7.9136	0.4956	0.9318	4.7481	0	0.2212	0.5842	3.1743	0	0.0505	0.1106	0.6234	0	2.3986	1.3911	6.8255	0.0186	1.3463	0.3332	2.4213	0.5837	1.7112	0.4104	3.2474	0.9293	13.3153	2.5635	19.9238	7.6006	0.4679	0.2577	1.1954	0	0.6675	0.1042	1.0079	0.4341	13.0092	2.7732	19.9497	7.9136	0.3496	0	47.2502	43.9661	70.3985	22.8643	12.6547	52.022	5	20.0784	19.2468	26.7065	12.6527	188.3402	304.4561
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	a76af807-68bc-4ea9-92f1-0f62d93fcfed	Glioma	Glioma	PathAnnotationObject	Polygon	1230.8	800.89	16.25	16.637	0.7378	5.9101	4.6747	0.5789	4.4737	304.2132	2.6633	14.1547	1.8791	12.2756	0	0	0	0	0	0	0.0132	0.9003	0.0525	0.3269	0	0.3269	0.4506	30.6422	0.7417	3.1201	0	3.1201	1.8478	125.6537	0.3494	2.5423	1.2514	1.291	1.4474	98.4247	0.273	2.3851	0.9877	1.3974	18.5923	1264.2787	2.2861	22.7273	14.4389	8.2884	0.8451	57.4647	0.3496	1.8537	0.231	1.6227	0.5056	34.3786	0.1073	0.7544	0.3247	0.4297	12.0378	818.5706	1.6669	15.3224	8.9224	6.4	58.75	28.939	0.8816	10.2219	7.5331	0.6758	2.1984	2.4085	14.1547	0	0	0	0	0	0.0576	0.1108	0.5547	0	0.8988	0.9974	3.7752	0	1.5898	0.4143	2.7957	0.5786	1.4977	0.3466	2.3851	0.5639	15.7237	4.026	24.2559	4.589	0.6548	0.3826	1.866	0	0.5465	0.109	0.786	0.3139	10.9708	1.9712	15.7553	5.424	1.2829	1.5432	7.3501	0	0	0	0	0	0.0755	0.1225	0.5547	0	1.0791	1.0315	3.7752	0	1.486	0.3932	2.7957	0.5786	1.5179	0.3709	2.358	0.5639	14.5695	4.0018	24.2559	4.589	0.5782	0.3693	1.866	0	0.563	0.1055	0.786	0.3139	10.5414	1.9246	15.7553	5.424	0.2694	0	79.3646	52.3332	63.2826	44.2242	49.6437	45.1381	4	16.3934	16.302	25.7154	7.2541	107.6735	214.0007
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	822d94a7-b3a8-477d-8377-16bb895629a0	Glioma	Glioma	PathAnnotationObject	Polygon	556.72	801.36	10.5	12.0239	0.9127	4.4653	3.2528	0.6017	11.1086	510.9955	4.5963	18.3376	2.6177	15.7199	0.7637	35.1307	1.452	5.9193	0	5.9193	0.0117	0.5373	0.0416	0.2044	0	0.2044	0.4814	22.144	0.5072	1.9392	0	1.9392	2.1973	101.0756	0.2651	2.7162	1.6223	1.0939	1.4132	65.005	0.2463	1.8299	0.9269	0.903	19.5939	901.3184	6.1275	29.9024	10.0094	19.893	0.7627	35.0854	0.4837	1.8613	0.016	1.8453	0.8727	40.1429	0.2559	1.2479	0.3752	0.8727	18.3107	842.2909	2.8656	22.56	11.364	11.1961	44.5	24.3652	0.942	8.6739	6.5532	0.6234	3.3897	5.2486	18.3376	0	0.9133	1.5422	7.1731	0	0.1267	0.1509	0.6538	0	1.5644	1.4878	5.9449	0	1.682	0.474	2.7162	0.7222	1.3294	0.27	2.054	0.6772	15.4971	6.6106	29.9024	7.2066	0.5933	0.4121	1.8613	0.016	0.7103	0.2393	1.2479	0.2857	14.0502	3.8307	22.56	7.7668	0.7201	1.415	6.0065	0	0.9651	1.5742	7.1731	0	0.1665	0.1546	0.6538	0	1.939	1.5321	5.9449	0	1.5037	0.393	2.4329	0.7222	1.3004	0.2726	2.054	0.6772	14.0802	6.1852	29.017	7.2066	0.5347	0.3685	1.5285	0.0338	0.6541	0.2062	1.1526	0.2857	12.5766	2.9112	20.9465	7.7668	0.2289	0	80.8402	33.6472	58.4883	42.8825	18.1141	91.0765	6	19.3512	19.1223	30.4809	6.683	144.001	240.706
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	488ed166-80e4-4bd5-8eaf-fc6c821405da	Glioma	Glioma	PathAnnotationObject	Polygon	666.37	802.93	35.25	23.0006	0.8373	8.1147	5.6306	0.7587	5.6818	812.495	2.1514	11.1823	2.4661	8.7162	0	0	0	0	0	0	0.071	10.1488	0.1472	0.856	0	0.856	0.2801	40.057	0.8747	3.9214	0	3.9214	1.687	241.2339	0.3942	2.7125	1.0525	1.6601	1.1162	159.6108	0.3474	2.07	0.4406	1.6293	17.0694	2440.9224	2.2649	21.9877	11.592	10.3958	0.8682	124.1474	0.3825	1.7833	0.0226	1.7607	0.4604	65.8341	0.147	0.7897	0.2403	0.5494	10.5677	1511.1848	1.6418	13.5892	7.5442	6.045	86.5	34.4728	0.9147	12.3012	8.9945	0.7203	2.7009	2.9404	11.1823	0	0.0429	0.2929	3.3805	0	0.219	0.2837	1.2725	0	1.1128	2.061	9.9148	0	1.6606	0.3917	2.7125	0.4353	1.2564	0.3697	2.073	0.4406	15.0859	3.3837	22.1261	7.0333	0.8019	0.4851	2.1069	0	0.4965	0.1373	0.8291	0.2403	10.4386	1.9148	17.8131	5.9006	0.6216	0.955	3.4342	0	0.0728	0.3792	3.3805	0	0.3223	0.3094	1.2725	0	1.6936	2.4223	9.9148	0	1.6422	0.3898	2.6539	0.4353	1.3542	0.3536	2.073	0.6252	13.7023	3.35	22.1261	7.0333	0.7557	0.5415	2.1069	0	0.5217	0.1244	0.8291	0.2444	10.3485	2.0833	17.8131	5.9006	0.4061	0	69.0503	59.6949	34.4362	15.1214	40.9517	49.3824	5	14.7513	15.12	24.601	7.4321	80.6707	125.133
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	048f69e0-2e96-437b-8f74-80e21d91eac5	Glioma	Glioma	PathAnnotationObject	Polygon	708.53	802.07	25.25	18.1885	0.9591	6.4035	4.9792	0.5934	7.4469	759.5809	2.0234	14.6962	3.0292	11.667	0.0971	9.8996	0.3706	2.2486	0	2.2486	0.0799	8.1527	0.1389	0.6167	0	0.6167	1.4911	152.0924	1.0907	4.4502	0	4.4502	1.4628	149.2013	0.2663	2.0249	0.77	1.2549	1.3351	136.1848	0.3782	2.8652	0.7229	2.1422	12.2672	1251.2589	2.2405	20.0825	8.7412	11.3413	0.3578	36.4975	0.24	0.9637	0.0048	0.9589	0.5187	52.9075	0.1075	0.7245	0.3218	0.4028	11.6482	1188.1176	2.3471	17.398	8.3144	9.0836	64.75	29.9082	0.9096	10.9107	7.7062	0.6985	3.4296	3.6578	14.6962	0	0.2636	0.6393	2.8875	0	0.2223	0.249	0.9223	0	2.4406	1.5953	6.678	0	1.4638	0.3368	2.6981	0.6423	1.499	0.4249	3.3635	0.7229	12.3512	2.9367	25.4159	6.0245	0.3154	0.2213	0.9637	0	0.5964	0.1211	0.8904	0.3218	11.8409	2.8576	18.6293	6.0869	0.8525	1.5157	6.206	0	0.3704	0.7452	2.8875	0	0.3137	0.2612	0.9223	0	3.0497	1.5723	6.678	0	1.4645	0.376	2.6981	0.6423	1.6041	0.421	3.3635	0.8818	12.405	3.3129	25.4159	6.0245	0.2882	0.2046	0.9012	0	0.6462	0.1018	0.8904	0.3927	11.9646	3.1427	18.6293	6.0869	0.3819	0	103.7431	88.9533	43.7743	16.2151	18.8103	56.555	5	13.37	13.3601	18.8069	7.82	62.8955	82.9327
